County_Name,Region,County,region_county_code,Region-County-District-Type-School (RCDTS) ,District,Facility,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %,region_county_code
Clark,11,012,11012,11012003C262005,Martinsville CUSD 3C,Martinsville Elem School,234,0,0,0,1,27,0,0,0,0,0,27,0,1,11012
Clark,11,012,11012,11012004C260001,Casey-Westfield CUSD 4C,Casey-Westfield Jr/Sr HS,441,3,0,3,0.9931972789115646,440,0,1,0,0,0,440,1,0.9977324263038548,11012
Clark,11,012,11012,11012004C262003,Casey-Westfield CUSD 4C,Monroe Elem School,474,0,2,2,0.9957805907172995,72,0,0,0,0,0,72,0,1,11012
Coles,11,015,11015,110150010260001,Charleston CUSD 1,Charleston High School,827,0,3,0,0.9963724304715841,821,5,0,0,1,0,821,6,0.992744860943168,11015
Coles,11,015,11015,110150010261002,Charleston CUSD 1,Charleston Middle School,411,0,0,0,1,405,5,1,0,0,0,405,6,0.9854014598540146,11015
Coles,11,015,11015,110150010262004,Charleston CUSD 1,Jefferson Elem School,626,3,2,3,0.9920127795527157,199,1,0,0,0,3,199,4,0.9802955665024631,11015
Coles,11,015,11015,110150020260001,Mattoon CUSD 2,Mattoon High School,1052,1,1,0,0.9980988593155894,1041,7,3,0,0,1,1041,11,0.9895437262357415,11015
Coles,11,015,11015,110150020261003,Mattoon CUSD 2,Mattoon Middle School,732,1,0,0,0.9986338797814207,724,4,1,0,2,1,724,8,0.9890710382513661,11015
Coles,11,015,11015,110150050260002,Oakland CUSD 5,Oakland High School,87,0,0,0,1,87,0,0,0,0,0,87,0,1,11015
Coles,11,015,11015,110150050262001,Oakland CUSD 5,Lake Crest Elem School,197,1,0,0,0.9949238578680203,64,0,0,0,0,0,64,0,1,11015
Coles,11,015,11015,11015022X060000,Nonpublic School,St Johns Lutheran Parochial Sch,223,0,0,0,1,45,0,0,0,0,0,45,0,1,11015
Coles,11,015,11015,11015026X260000,Nonpublic School,Charleston Christian Acad Elem,39,0,0,0,1,9,1,0,0,0,0,9,1,0.9,11015
Cumberland,11,018,11018,110180030260001,Neoga CUSD 3,Neoga Sr High School,217,17,1,0,0.9170506912442395,203,1,1,0,0,12,203,14,0.9354838709677419,11018
Cumberland,11,018,11018,110180030262005,Neoga CUSD 3,Neoga Middle School,242,0,0,0,1,137,1,0,0,0,0,137,1,0.9927536231884058,11018
Cumberland,11,018,11018,110180770260001,Cumberland CUSD 77,Cumberland High School,289,3,0,3,0.9896193771626298,284,1,0,1,0,3,284,5,0.9826989619377162,11018
Cumberland,11,018,11018,110180770261001,Cumberland CUSD 77,Cumberland Middle School,301,7,2,9,0.9700996677740864,218,1,0,0,0,6,218,7,0.9688888888888889,11018
Douglas,11,021,11021,110213010260001,Tuscola CUSD 301,Tuscola High School,308,23,0,0,0.9253246753246753,304,2,0,0,0,2,304,4,0.987012987012987,11021
Douglas,11,021,11021,110213010261004,Tuscola CUSD 301,East Prairie Middle School,309,2,0,0,0.993527508090615,235,1,0,0,0,2,235,3,0.9873949579831933,11021
Douglas,11,021,11021,110213020260001,Villa Grove CUSD 302,Villa Grove High School,198,2,0,0,0.98989898989899,196,1,0,0,0,1,196,2,0.98989898989899,11021
Douglas,11,021,11021,110213020261001,Villa Grove CUSD 302,Villa Grove Jr High School,110,0,0,0,1,110,0,0,0,0,0,110,0,1,11021
Douglas,11,021,11021,110213020262001,Villa Grove CUSD 302,Villa Grove Elem School,379,3,2,1,0.9868073878627969,53,0,1,0,0,0,53,1,0.9814814814814815,11021
Douglas,11,021,11021,110213050260001,Arthur CUSD 305,Arthur-Lovington-Atwood-Hammond High School,270,0,0,0,1,269,0,1,0,0,0,269,1,0.9962962962962963,11021
Douglas,11,021,11021,110213050262003,Arthur CUSD 305,Arthur Grade School,444,0,0,0,1,120,7,0,1,0,0,120,8,0.9375,11021
Douglas,11,021,11021,110213050262004,Arthur CUSD 305,Lovington Grade School,228,0,0,0,1,61,1,0,1,0,0,61,2,0.9682539682539683,11021
Douglas,11,021,11021,110213050262005,Arthur CUSD 305,Atwood-Hammond Grade School,297,0,0,0,1,89,0,0,0,0,0,89,0,1,11021
Douglas,11,021,11021,110213060260001,Arcola CUSD 306,Arcola High School,339,0,0,0,1,338,1,0,0,0,0,338,1,0.9970501474926253,11021
Douglas,11,021,11021,110213060262002,Arcola CUSD 306,Arcola Elementary School,428,1,1,1,0.9953271028037384,71,0,0,1,0,0,71,1,0.9861111111111112,11021
Edgar,11,023,11023,110230010260001,Shiloh CUSD 1,Shiloh High School,186,2,0,0,0.989247311827957,185,0,0,0,0,1,185,1,0.9946236559139785,11023
Edgar,11,023,11023,110230010262002,Shiloh CUSD 1,Shiloh Elementary School,223,3,0,0,0.9865470852017937,22,0,0,0,0,3,22,3,0.88,11023
Edgar,11,023,11023,110230030260001,Kansas CUSD 3,Kansas High School,114,0,0,0,1,113,1,0,0,0,0,113,1,0.9912280701754386,11023
Edgar,11,023,11023,110230030262002,Kansas CUSD 3,Kansas Elem School,111,0,0,0,1,15,1,0,0,0,0,15,1,0.9375,11023
Edgar,11,023,11023,110230040260002,Paris CUSD 4,Paris Cooperative High School 4,219,1,0,1,0.9954337899543378,219,0,0,0,0,0,219,0,1,11023
Edgar,11,023,11023,110230040261001,Paris CUSD 4,Crestwood Jr High School,143,1,0,1,0.9930069930069931,142,0,0,0,0,1,142,1,0.993006993006993,11023
Edgar,11,023,11023,110230060260001,Edgar County CUD 6,Chrisman High School,110,0,0,0,1,110,0,0,0,0,0,110,0,1,11023
Edgar,11,023,11023,110230060261001,Edgar County CUD 6,Chrisman-Scottland Jr High School,75,0,0,0,1,75,0,0,0,0,0,75,0,1,11023
Edgar,11,023,11023,110230950250002,Paris-Union SD 95,Paris Cooperative High School 95,368,0,0,0,1,368,0,0,0,0,0,368,0,1,11023
Edgar,11,023,11023,110230950251001,Paris-Union SD 95,Mayo Middle School,284,0,0,0,1,284,0,0,0,0,0,284,0,1,11023
Moultrie,11,070,11070,11070004Z220000,Nonpublic School,Arthur Christian School,77,34,0,0,0.5584415584415584,20,2,0,0,0,15,20,17,0.5405405405405406,11070
Moultrie,11,070,11070,110703000260004,Sullivan CUSD 300,Sullivan High School,348,4,0,1,0.9885057471264368,345,0,2,0,1,0,345,3,0.9913793103448276,11070
Moultrie,11,070,11070,110703000261001,Sullivan CUSD 300,Sullivan Middle School,247,2,0,0,0.9919028340080972,243,1,2,1,0,0,243,4,0.9838056680161943,11070
Moultrie,11,070,11070,110703020260001,Okaw Valley CUSD 302,Okaw Valley High School,170,3,0,0,0.9823529411764707,169,1,0,0,0,0,169,1,0.9941176470588236,11070
Moultrie,11,070,11070,110703020261001,Okaw Valley CUSD 302,Okaw Valley Middle School,158,2,2,0,0.9746835443037974,118,0,0,0,0,2,118,2,0.9833333333333333,11070
Shelby,11,087,11087,110870010260002,Windsor CUSD 1,Windsor Jr & Sr High School,148,0,0,0,1,148,0,0,0,0,0,148,0,1,11087
Shelby,11,087,11087,110870010262002,Windsor CUSD 1,Windsor Elem School,228,1,0,0,0.9956140350877193,24,0,0,0,0,1,24,1,0.96,11087
Shelby,11,087,11087,11087002X100000,Nonpublic School,St Michael School,139,0,0,0,1,33,0,0,0,0,0,33,0,1,11087
Shelby,11,087,11087,11087003A260001,Cowden-Herrick CUSD 3A,Cowden-Herrick Jr/Sr High School,213,0,0,0,1,209,4,0,0,0,0,209,4,0.9812206572769953,11087
Shelby,11,087,11087,110870040260001,Shelbyville CUSD 4,Shelbyville High School,380,0,0,0,1,380,0,0,0,0,0,380,0,1,11087
Shelby,11,087,11087,110870040262002,Shelbyville CUSD 4,Moulton Elementary School,440,0,0,0,1,244,0,0,0,0,0,244,0,1,11087
Shelby,11,087,11087,11087004X060000,Nonpublic School,Trinity Lutheran School,99,4,0,0,0.9595959595959596,11,0,0,0,0,1,11,1,0.9166666666666666,11087
Shelby,11,087,11087,11087005A260001,Stewardson-Strasburg CUD 5A,Stewardson-Strasburg High School,111,0,0,0,1,110,1,0,0,0,0,110,1,0.990990990990991,11087
Shelby,11,087,11087,11087005A262003,Stewardson-Strasburg CUD 5A,Stewardson-Strasburg Elem School,220,0,0,0,1,67,0,0,0,0,0,67,0,1,11087
Shelby,11,087,11087,11087006Z250000,Nonpublic School,Mid-America Preparatory School,47,3,0,0,0.9361702127659575,11,0,0,0,0,3,11,3,0.7857142857142857,11087
Shelby,11,087,11087,110870210260001,Central A & M CUD 21,Central A & M High School,244,0,0,0,1,244,0,0,0,0,0,244,0,1,11087
Shelby,11,087,11087,110870210261001,Central A & M CUD 21,Central A & M Middle School,179,4,1,0,0.9720670391061452,175,0,0,0,0,4,175,4,0.9776536312849162,11087
Shelby,11,087,11087,110870210263001,Central A & M CUD 21,Kemmerer Village School,25,0,0,0,1,25,0,0,0,0,0,25,0,1,11087
Clay,12,013,12013,120130100260002,Clay City CUSD 10,Clay City High School,77,0,0,0,1,76,1,0,0,0,0,76,1,0.987012987012987,12013
Clay,12,013,12013,120130100261001,Clay City CUSD 10,Clay City Jr High School,55,0,0,0,1,52,1,0,2,0,0,52,3,0.9454545454545454,12013
Clay,12,013,12013,120130250260001,North Clay CUSD 25,North Clay Community High School,175,0,1,1,0.9942857142857143,171,3,0,1,0,0,171,4,0.9771428571428571,12013
Clay,12,013,12013,120130250262004,North Clay CUSD 25,North Clay Elem/Jr High Sch,477,0,6,6,0.9874213836477987,158,0,0,0,0,0,158,0,1,12013
Clay,12,013,12013,120130350260001,Flora CUSD 35,Flora High School,352,0,0,0,1,349,3,0,0,0,0,349,3,0.9914772727272727,12013
Clay,12,013,12013,120130350261001,Flora CUSD 35,Floyd Henson Jr High Sch,291,1,0,1,0.9965635738831615,288,2,0,0,0,1,288,3,0.9896907216494846,12013
Crawford,12,017,12017,120170010260001,Hutsonville CUSD 1,Hutsonville High School,108,0,0,0,1,107,0,0,1,0,0,107,1,0.9907407407407407,12017
Crawford,12,017,12017,120170010262002,Hutsonville CUSD 1,Hutsonville Elem and Jr High Sch,241,0,0,0,1,88,0,0,0,0,0,88,0,1,12017
Crawford,12,017,12017,120170020260001,Robinson CUSD 2,Robinson High School,480,3,1,0,0.9916666666666667,461,3,0,13,0,3,461,19,0.9604166666666667,12017
Crawford,12,017,12017,120170020261005,Robinson CUSD 2,Nuttall Middle School,344,0,0,0,1,324,0,0,20,0,0,324,20,0.9418604651162791,12017
Crawford,12,017,12017,12017002X140000,Nonpublic School,New Hebron Christian School,127,6,0,0,0.952755905511811,39,0,5,0,0,0,39,5,0.8863636363636364,12017
Crawford,12,017,12017,120170030260001,Palestine CUSD 3,Palestine High School,116,1,0,1,0.9913793103448276,116,0,0,0,0,0,116,0,1,12017
Crawford,12,017,12017,120170030262002,Palestine CUSD 3,Palestine Grade School,235,4,0,3,0.9829787234042553,66,0,0,0,0,3,66,3,0.9565217391304348,12017
Crawford,12,017,12017,120170040260001,Oblong CUSD 4,Oblong High School,193,39,0,0,0.7979274611398964,169,0,1,0,0,23,169,24,0.8756476683937824,12017
Crawford,12,017,12017,120170040262002,Oblong CUSD 4,Oblong Elem School,422,76,4,0,0.8104265402843602,116,1,1,0,0,15,116,17,0.8721804511278195,12017
Jasper,12,040,12040,120400010260001,Jasper County CUD 1,Newton Comm High School,442,1,1,0,0.995475113122172,441,0,0,0,0,1,441,1,0.997737556561086,12040
Jasper,12,040,12040,120400010261003,Jasper County CUD 1,Jasper Co Jr High,216,0,0,0,1,215,1,0,0,0,0,215,1,0.9953703703703703,12040
Jasper,12,040,12040,120400010262002,Jasper County CUD 1,Newton Elem School,581,15,4,0,0.9672977624784853,92,3,0,0,0,1,92,4,0.9583333333333334,12040
Jasper,12,040,12040,12040001X100000,Nonpublic School,St Thomas,129,0,0,0,1,44,0,0,0,0,0,44,0,1,12040
Lawrence,12,051,12051,120510100260001,Red Hill CUSD 10,Red Hill Jr/Sr High School,428,1,0,0,0.9976635514018692,426,0,1,0,0,1,426,2,0.9953271028037384,12051
Lawrence,12,051,12051,120510100262008,Red Hill CUSD 10,Sumner Attendance Center,234,1,1,0,0.9914529914529915,76,0,0,0,0,1,76,1,0.987012987012987,12051
Lawrence,12,051,12051,120510200260008,Lawrence County CUD 20,Lawrenceville High School,340,0,2,2,0.9941176470588236,338,1,1,0,0,0,338,2,0.9941176470588236,12051
Lawrence,12,051,12051,120510200261007,Lawrence County CUD 20,Parkview Jr High School,245,0,1,1,0.9959183673469387,244,1,0,0,0,0,244,1,0.9959183673469387,12051
Richland,12,080,12080,120800010260001,East Richland CUSD 1,East Richland High School,725,0,1,1,0.9986206896551724,716,8,1,0,0,0,716,9,0.9875862068965517,12080
Richland,12,080,12080,120800010261002,East Richland CUSD 1,East Richland Middle School,571,4,3,4,0.9877408056042032,555,10,1,1,0,4,555,16,0.9719789842381786,12080
Richland,12,080,12080,12080001X100000,Nonpublic School,St Joseph Grade School,230,0,0,0,1,49,0,1,0,0,0,49,1,0.98,12080
Clinton,13,014,13014,130140010260001,Carlyle CUSD 1,Carlyle High School,342,0,1,0,0.9970760233918129,336,2,1,3,0,0,336,6,0.9824561403508771,13014
Clinton,13,014,13014,130140010261001,Carlyle CUSD 1,Carlyle Junior High School,386,1,0,0,0.9974093264248706,294,2,1,0,0,1,294,4,0.9865771812080537,13014
Clinton,13,014,13014,13014001Y100000,Nonpublic School,Mater Dei High School,427,55,0,0,0.8711943793911008,427,0,0,0,0,0,427,0,1,13014
Clinton,13,014,13014,130140030260006,Wesclin CUSD 3,Wesclin Sr High School,412,0,0,0,1,410,2,0,0,0,0,410,2,0.9951456310679612,13014
Clinton,13,014,13014,130140030262006,Wesclin CUSD 3,Wesclin Middle School,475,0,0,0,1,287,0,0,0,0,0,287,0,1,13014
Clinton,13,014,13014,13014004X100000,Nonpublic School,All Saints Academy,278,0,0,0,1,86,0,0,0,0,0,86,0,1,13014
Clinton,13,014,13014,13014008X060000,Nonpublic School,Trinity Lutheran School,75,0,0,0,1,20,1,0,0,0,0,20,1,0.9523809523809523,13014
Clinton,13,014,13014,13014011Y060000,Nonpublic School,Christ Our Rock Lutheran HS,111,0,0,0,1,111,0,0,0,0,0,111,0,1,13014
Clinton,13,014,13014,130140120042001,Breese ESD 12,Breese Elem School,427,1,0,1,0.9976580796252928,187,0,0,0,0,1,187,1,0.9946808510638298,13014
Clinton,13,014,13014,130140210022001,Aviston SD 21,Aviston Elem School,398,0,0,0,1,126,0,0,4,0,0,126,4,0.9692307692307692,13014
Clinton,13,014,13014,130140460022001,Willow Grove SD 46,Willow Grove Elem School,175,6,0,0,0.9657142857142857,48,0,0,0,0,0,48,0,1,13014
Clinton,13,014,13014,130140570022001,Bartelso SD 57,Bartelso Elem School,136,0,0,0,1,45,0,0,0,0,0,45,0,1,13014
Clinton,13,014,13014,130140600022001,Germantown SD 60,Germantown Elem School,262,3,0,0,0.9885496183206107,74,0,0,0,0,0,74,0,1,13014
Clinton,13,014,13014,130140620022001,Damiansville SD 62,Damiansville Elem School,92,0,0,0,1,36,1,0,0,0,0,36,1,0.972972972972973,13014
Clinton,13,014,13014,130140630022001,Albers SD 63,Albers Elem School,185,0,0,0,1,46,0,1,0,0,0,46,1,0.9787234042553191,13014
Clinton,13,014,13014,130140710160001,Central CHSD 71,Central Comm High School,550,0,1,1,0.9981818181818182,549,1,0,0,0,0,549,1,0.9981818181818182,13014
Clinton,13,014,13014,130141415022001,St Rose SD 14-15,St Rose Elem School,166,0,0,0,1,58,0,0,0,0,0,58,0,1,13014
Clinton,13,014,13014,130141860022001,North Wamac SD 186,North Wamac Grade School,131,22,0,0,0.8320610687022901,36,0,0,0,0,3,36,3,0.9230769230769231,13014
Marion,13,058,13058,130580010032001,Raccoon Cons SD 1,Raccoon Cons Elem School,231,0,0,0,1,75,0,1,0,0,0,75,1,0.9868421052631579,13058
Marion,13,058,13058,13058002X100000,Nonpublic School,St Mary School,102,0,0,0,1,29,0,0,0,0,0,29,0,1,13058
Marion,13,058,13058,13058004X060000,Nonpublic School,Trinity Lutheran School,127,0,0,0,1,39,0,0,0,0,0,39,0,1,13058
Marion,13,058,13058,130580070042001,Iuka CCSD 7,Iuka Comm Cons School,220,1,0,0,0.9954545454545455,69,2,0,0,0,0,69,2,0.971830985915493,13058
Marion,13,058,13058,130580100042003,Selmaville CCSD 10,Selmaville Elem School,224,8,1,0,0.9598214285714286,73,0,0,0,0,2,73,2,0.9733333333333334,13058
Marion,13,058,13058,13058010X100000,Nonpublic School,St Theresa of Avila,54,0,0,0,1,14,0,0,0,0,0,14,0,1,13058
Marion,13,058,13058,130581000260002,Patoka CUSD 100,Patoka Sr High School,71,0,0,0,1,70,1,0,0,0,0,70,1,0.9859154929577465,13058
Marion,13,058,13058,130581000261001,Patoka CUSD 100,Patoka Jr High School,33,0,0,0,1,32,1,0,0,0,0,32,1,0.9696969696969697,13058
Marion,13,058,13058,130581000262001,Patoka CUSD 100,Patoka Elem School,152,0,0,0,1,20,0,0,0,0,0,20,0,1,13058
Marion,13,058,13058,130581110022005,Salem SD 111,Franklin Park Middle School,542,0,0,0,1,315,1,0,0,0,0,315,1,0.9968354430379747,13058
Marion,13,058,13058,130581330022001,Central City SD 133,Central City Elem School,296,3,0,0,0.9898648648648649,80,0,0,0,0,2,80,2,0.975609756097561,13058
Marion,13,058,13058,130581350021001,Centralia SD 135,Centralia Jr High School,522,2,1,0,0.9942528735632185,388,0,0,1,0,1,388,2,0.9948717948717949,13058
Marion,13,058,13058,130582000170001,Centralia HSD 200,Centralia High School,936,3,0,0,0.9967948717948718,932,1,0,0,0,3,932,4,0.9957264957264957,13058
Marion,13,058,13058,130584010260001,South Central CUD 401,South Central High School,201,0,0,0,1,200,1,0,0,0,0,200,1,0.9950248756218906,13058
Marion,13,058,13058,130584010261001,South Central CUD 401,South Central Middle School,205,0,0,0,1,147,1,0,3,0,0,147,4,0.9735099337748344,13058
Marion,13,058,13058,130585010260001,Sandoval CUSD 501,Sandoval Sr High School,152,0,0,0,1,150,2,0,0,0,0,150,2,0.9868421052631579,13058
Marion,13,058,13058,130585010261002,Sandoval CUSD 501,Sandoval Jr High School,64,0,0,0,1,63,0,1,0,0,0,63,1,0.984375,13058
Marion,13,058,13058,130585010262002,Sandoval CUSD 501,Sandoval Elem School,297,1,0,0,0.9966329966329966,29,0,0,0,1,1,29,2,0.9354838709677419,13058
Marion,13,058,13058,130586000160001,Salem CHSD 600,Salem Community High School,743,0,0,0,1,742,0,0,1,0,0,742,1,0.9986541049798116,13058
Marion,13,058,13058,130587220260001,Odin PSD 722,Odin Attendance Center 9-12,79,0,0,0,1,78,1,0,0,0,0,78,1,0.9873417721518988,13058
Marion,13,058,13058,130587220262001,Odin PSD 722,Odin Attendance Center K-8,228,0,0,0,1,73,0,0,0,0,0,73,0,1,13058
Washington,13,095,13095,13095001X060000,Nonpublic School,Immanuel Lutheran,46,0,0,0,1,15,0,0,0,0,0,15,0,1,13095
Washington,13,095,13095,13095006X060000,Nonpublic School,Trinity Lutheran,30,0,0,0,1,9,0,0,0,0,0,9,0,1,13095
Washington,13,095,13095,13095008X100000,Nonpublic School,St Ann Elementary School,109,0,0,0,1,40,0,0,0,0,0,40,0,1,13095
Washington,13,095,13095,13095009X060000,Nonpublic School,Trinity-St John Lutheran,122,3,0,0,0.9754098360655737,16,0,0,0,0,1,16,1,0.9411764705882353,13095
Washington,13,095,13095,130950100260001,West Washington Co CUD 10,Okawville Jr/Sr High School,243,0,1,1,0.9958847736625515,243,0,0,0,0,0,243,0,1,13095
Washington,13,095,13095,130950100262003,West Washington Co CUD 10,Okawville Grade School,293,2,1,2,0.9897610921501706,35,0,0,4,0,0,35,4,0.8974358974358975,13095
Washington,13,095,13095,130950110042001,Irvington CCSD 11,Irvington Elem School,56,0,0,0,1,18,0,0,0,0,0,18,0,1,13095
Washington,13,095,13095,130950150042001,Ashley CCSD 15,Ashley Com Consolidated School,133,2,0,0,0.9849624060150376,48,0,0,1,0,0,48,1,0.9795918367346939,13095
Washington,13,095,13095,130950290032001,Hoyleton Cons SD 29,Hoyleton Cons Elem School,41,0,0,0,1,16,0,0,0,0,0,16,0,1,13095
Washington,13,095,13095,130950490042002,Nashville CCSD 49,Nashville Grade School,544,0,0,0,1,167,4,0,1,0,0,167,5,0.9709302325581395,13095
Washington,13,095,13095,130950990160001,Nashville CHSD 99,Nashville Comm High School,395,0,0,0,1,391,4,0,0,0,0,391,4,0.9898734177215189,13095
Cook_City_of_Chicago,15,016,15016,15016003Y100000,Nonpublic School,Leo High School,122,0,0,0,1,122,0,0,0,0,0,122,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016004X010000,Nonpublic School,Catherine Cook School,534,12,0,0,0.9775280898876405,101,0,0,0,0,1,101,1,0.9901960784313726,15016
Cook_City_of_Chicago,15,016,15016,15016005Y100000,Nonpublic School,St Patrick High School,675,0,0,0,1,671,2,1,1,0,0,671,4,0.9940740740740741,15016
Cook_City_of_Chicago,15,016,15016,15016009Z010000,Nonpublic School,Stevens Academy of Life,5,0,0,0,1,1,0,0,0,0,0,1,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016017Y100000,Nonpublic School,Brother Rice High School,825,78,0,0,0.9054545454545455,823,2,0,0,0,0,823,2,0.9975757575757576,15016
Cook_City_of_Chicago,15,016,15016,15016020Y080000,Nonpublic School,Lake View Academy,8,0,0,0,1,8,0,0,0,0,0,8,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016022Y050000,Nonpublic School,Ida Crown Jewish Academy,258,0,0,0,1,258,0,0,0,0,0,258,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016023Z110000,Nonpublic School,Hinsdale Adventist Academy,253,44,19,0,0.7509881422924902,118,5,0,0,0,23,118,28,0.8082191780821918,15016
Cook_City_of_Chicago,15,016,15016,15016024Y100000,Nonpublic School,De La Salle Institute,995,7,0,7,0.992964824120603,988,0,0,0,0,7,988,7,0.992964824120603,15016
Cook_City_of_Chicago,15,016,15016,15016031Y100000,Nonpublic School,DePaul College Prep,518,0,0,0,1,517,1,0,0,0,0,517,1,0.9980694980694981,15016
Cook_City_of_Chicago,15,016,15016,15016038Y100000,Nonpublic School,Holy Trinity High School,281,0,0,0,1,270,2,0,9,0,0,270,11,0.9608540925266904,15016
Cook_City_of_Chicago,15,016,15016,15016043Z010000,Nonpublic School,University of Chicago Lab Schs,1888,31,15,0,0.975635593220339,845,2,2,0,0,8,845,12,0.9859976662777129,15016
Cook_City_of_Chicago,15,016,15016,15016050Z060000,Nonpublic School,Luther North College Prep,166,0,0,0,1,160,2,1,3,0,0,160,6,0.963855421686747,15016
Cook_City_of_Chicago,15,016,15016,15016054X100000,Nonpublic School,Immaculate Conception,433,1,1,0,0.9953810623556583,100,0,0,1,0,1,100,2,0.9803921568627451,15016
Cook_City_of_Chicago,15,016,15016,15016056Y100000,Nonpublic School,Marist High School,1662,9,0,0,0.9945848375451264,1654,8,0,0,0,0,1654,8,0.9951865222623345,15016
Cook_City_of_Chicago,15,016,15016,15016060Y100000,Nonpublic School,Mother Mcauley Liberal Arts H S,1096,0,0,0,1,1090,5,1,0,0,0,1090,6,0.9945255474452555,15016
Cook_City_of_Chicago,15,016,15016,15016061Z010000,Nonpublic School,Morgan Park Academy,422,0,0,0,1,240,5,1,0,0,0,240,6,0.975609756097561,15016
Cook_City_of_Chicago,15,016,15016,15016062X100000,Nonpublic School,Immaculate Conception,181,1,0,0,0.994475138121547,56,0,0,0,0,0,56,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016065Y100000,Nonpublic School,Mt Carmel High School,668,44,0,0,0.9341317365269461,623,1,0,0,0,44,623,45,0.9326347305389222,15016
Cook_City_of_Chicago,15,016,15016,15016070Y100000,Nonpublic School,Notre Dame High School for Girls,68,0,0,0,1,65,0,0,3,0,0,65,3,0.9558823529411765,15016
Cook_City_of_Chicago,15,016,15016,15016072Z010000,Nonpublic School,Providence - St Mel School,458,0,0,0,1,288,12,0,0,0,0,288,12,0.96,15016
Cook_City_of_Chicago,15,016,15016,15016075S190000,Nonpublic School,South Central Comm Serv Inc,31,0,2,0,0.935483870967742,23,0,0,0,0,0,23,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016077Y100000,Nonpublic School,Resurrection High School,585,0,0,0,1,583,2,0,0,0,0,583,2,0.9965811965811966,15016
Cook_City_of_Chicago,15,016,15016,15016079Y010000,Nonpublic School,Prologue,229,0,0,0,1,229,0,0,0,0,0,229,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016081Y010000,Nonpublic School,Fresh Anointing Academy of Excellence,7,3,0,0,0.5714285714285715,1,1,0,2,0,3,1,6,0.14285714285714285,15016
Cook_City_of_Chicago,15,016,15016,15016082Y010000,Nonpublic School,Comm Christian Alternative Acad,196,10,11,7,0.8928571428571429,191,0,0,0,0,5,191,5,0.9744897959183674,15016
Cook_City_of_Chicago,15,016,15016,15016085Y100000,Nonpublic School,St Benedict High School,173,0,0,0,1,173,0,0,0,0,0,173,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016086Y100000,Nonpublic School,Our Lady of Tepeyac High School,154,0,0,0,1,141,0,0,13,0,0,141,13,0.9155844155844156,15016
Cook_City_of_Chicago,15,016,15016,15016088Y100000,Nonpublic School,St Francis De Sales High School,142,0,1,1,0.9929577464788732,142,0,0,0,0,0,142,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016090X140000,Nonpublic School,St Sava Academy,97,0,0,0,1,5,0,0,0,0,0,5,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016092Y100000,Nonpublic School,St Ignatius College Prep,1384,0,0,0,1,1371,8,1,4,0,0,1371,13,0.990606936416185,15016
Cook_City_of_Chicago,15,016,15016,15016093X050000,Nonpublic School,Chicago Jewish Day School,208,2,0,0,0.9903846153846153,49,1,1,0,0,0,49,2,0.9607843137254902,15016
Cook_City_of_Chicago,15,016,15016,15016100X010000,Nonpublic School,Chicago Grammar School,86,0,0,0,1,14,0,0,0,0,0,14,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016108Y100000,Nonpublic School,St Rita High School,638,16,0,0,0.974921630094044,613,0,0,9,0,16,613,25,0.9608150470219435,15016
Cook_City_of_Chicago,15,016,15016,15016112X140000,Nonpublic School,Masters Academy,42,0,0,0,1,10,0,0,0,0,0,10,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016115X010000,Nonpublic School,Intercultural Montessori of Chicago,201,2,1,0,0.9850746268656717,1,0,0,0,0,0,1,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016116Z010000,Nonpublic School,Chicago Waldorf School,338,24,0,0,0.9289940828402367,139,28,0,1,0,2,139,31,0.8176470588235294,15016
Cook_City_of_Chicago,15,016,15016,15016122Y010000,Nonpublic School,Wolcott School,53,0,0,0,1,53,0,0,0,0,0,53,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016141X020000,Nonpublic School,Mind Shapers Christian Academy,18,0,0,0,1,1,0,0,0,0,0,1,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016143X010000,Nonpublic School,Chicago Free School,53,3,0,0,0.9433962264150944,10,0,0,0,0,1,10,1,0.9090909090909091,15016
Cook_City_of_Chicago,15,016,15016,15016175X060000,Nonpublic School,Grace Christian Academy,133,0,0,0,1,28,0,0,0,0,0,28,0,1,15016
Cook_City_of_Chicago,15,016,15016,15016178X060000,Nonpublic School,Jehovah Lutheran School,34,2,0,0,0.9411764705882354,14,0,0,0,0,2,14,2,0.875,15016
