County_Name,Region,County,region_county_code,Region-County-District-Type-School (RCDTS) ,District,Facility,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %,region_county_code
Johnson,02,044,02044,020440640022001,Cypress SD 64,Cypress Elem School,136,0,0,0,1,67,1,0,0,0,0,67,1,0.9852941176470589,02044
Johnson,02,044,02044,020441330170001,Vienna HSD 133,Vienna High School,349,0,0,0,1,348,1,0,0,0,0,348,1,0.997134670487106,02044
Masaac,02,061,02061,020610010260001,Massac UD 1,Massac County High School,644,73,18,0,0.8586956521739131,626,3,0,0,0,15,626,18,0.9720496894409938,02061
Masaac,02,061,02061,020610010261001,Massac UD 1,Massac Jr High School,335,2,3,0,0.9850746268656717,330,5,0,0,0,0,330,5,0.9850746268656716,02061
Masaac,02,061,02061,020610010262001,Massac UD 1,Jefferson Elem School,136,1,0,0,0.9926470588235294,22,0,0,0,0,0,22,0,1,02061
Masaac,02,061,02061,020610010262002,Massac UD 1,Franklin Elem School,193,7,0,0,0.9637305699481865,29,0,0,0,0,0,29,0,1,02061
Masaac,02,061,02061,020610010262006,Massac UD 1,Unity Elem School,155,6,0,0,0.9612903225806452,21,0,0,0,0,0,21,0,1,02061
Masaac,02,061,02061,020610010262010,Massac UD 1,Brookport Elementary School,177,5,0,0,0.9717514124293786,15,0,0,0,0,0,15,0,1,02061
Masaac,02,061,02061,020610380260001,Joppa-Maple Grove UD 38,Joppa Jr & Sr High School,99,0,0,0,1,99,0,0,0,0,0,99,0,1,02061
Masaac,02,061,02061,020610380262001,Joppa-Maple Grove UD 38,Maple Grove Elem School,166,1,0,0,0.9939759036144579,47,1,0,0,0,0,47,1,0.9791666666666666,02061
Pulaski,02,077,02077,020771000260001,Century CUSD 100,Century Jr/Sr High School,221,5,0,5,0.9773755656108597,204,16,0,0,0,1,204,17,0.9230769230769231,02077
Pulaski,02,077,02077,020771010260001,Meridian CUSD 101,Meridian High School,132,0,1,0,0.9924242424242425,131,1,0,0,0,0,131,1,0.9924242424242424,02077
Pulaski,02,077,02077,020771010262005,Meridian CUSD 101,Meridian Elementary School,409,0,1,0,0.9975550122249389,157,2,0,0,0,0,157,2,0.9874213836477987,02077
Union,02,091,02091,020910160042001,Lick Creek CCSD 16,Lick Creek Elem School,125,0,0,0,1,46,1,0,0,0,0,46,1,0.9787234042553191,02091
Union,02,091,02091,020910170220001,Cobden SUD 17,Cobden High School,171,2,1,3,0.9824561403508772,171,0,0,0,0,0,171,0,1,02091
Union,02,091,02091,020910170221001,Cobden SUD 17,Cobden Jr High School,143,1,1,2,0.986013986013986,143,0,0,0,0,0,143,0,1,02091
Union,02,091,02091,020910170222002,Cobden SUD 17,Cobden Elem School,245,2,0,2,0.9918367346938776,26,0,0,0,0,1,26,1,0.9629629629629629,02091
Union,02,091,02091,020910370041001,Anna CCSD 37,Anna Junior High School,320,0,0,0,1,233,0,0,0,0,0,233,0,1,02091
Union,02,091,02091,020910370042003,Anna CCSD 37,Lincoln Elem School,267,0,0,0,1,38,1,0,0,0,0,38,1,0.9743589743589743,02091
Union,02,091,02091,020910430042001,County of Union Sch Dist No43,Jonesboro Elem School,430,0,0,0,1,157,2,0,0,0,0,157,2,0.9874213836477987,02091
Union,02,091,02091,020910660220001,Dongola USD 66,Dongola High School,69,0,0,0,1,65,0,0,1,3,0,65,4,0.9420289855072463,02091
Union,02,091,02091,020910660221001,Dongola USD 66,Dongola Jr High School,37,0,0,0,1,37,0,0,0,0,0,37,0,1,02091
Union,02,091,02091,020910660222001,Dongola USD 66,Dongola Elementary School,133,0,0,0,1,14,0,0,2,0,0,14,2,0.875,02091
Union,02,091,02091,020910810160001,Anna Jonesboro CHSD 81,Anna-Jonesboro High School,491,11,0,0,0.9775967413441956,491,0,0,0,0,0,491,0,1,02091
Union,02,091,02091,020910840260001,Shawnee CUSD 84,Shawnee High School,116,1,0,0,0.9913793103448276,116,0,0,0,0,0,116,0,1,02091
Union,02,091,02091,020910840261002,Shawnee CUSD 84,Shawnee Jr High School,76,1,3,2,0.9473684210526316,76,0,0,0,0,0,76,0,1,02091
Union,02,091,02091,020910840262005,Shawnee CUSD 84,Shawnee Elementary School,177,3,0,3,0.9830508474576272,23,0,0,0,0,0,23,0,1,02091
Bond,03,003,03003,030030010262001,Mulberry Grove CUSD 1,Mulberry Grove Elem School,234,0,1,1,0.9957264957264957,32,0,0,0,0,0,32,0,1,03003
Bond,03,003,03003,030030020260001,Bond County CUSD 2,Bond Cty Comm Unit 2 High School,532,0,0,0,1,526,4,0,2,0,0,526,6,0.9887218045112782,03003
