County_Name,Region,County,region_county_code,R-C-D-T-S,Facility,Enrollment,Total NC,UndupNCIM,NCPE,Excluded,PolioProtected,PolioNcNp,PolioMedObj,PolioRelObj,PolioApprSchd,PolioTotal,DtpProt,DtpNcNp,DtpMedObj,DtpRelObj,DtpApprSchd,DtpTotal,MeasProt,MeasNcNp,MeasMedObj,MeasRelObj,MeasApprSchd,MeasTotal,RubProt,RubNcNp,RubMedObj,RubRelObj,RubApprSchd,RubTotal,MumpProt,MumpNcNp,MumpMedObj,MumpRelObj,MumpApprSchd,MumpTotal,HepProt,HepNcNp,HepMedObj,HepRelObj,HepApprSchd,HepTotal,HibProt,HibNcNp,HibMedObj,HibRelObj,HibApprSchd,HibTotal,CpoxProt,CpoxNcNp,CpoxMedObj,CpoxRelObj,CpoxApprSchd,CpoxTotal,Unnamed: 55,Unnamed: 56,Region,County
Shelby,11,087,11087,11-087-0040-26-2006,Shelbyville Kindergarten Center,95,1,0,1,0,95,0,0,0,0,95,95,0,0,0,0,95,95,0,0,0,0,95,95,0,0,0,0,95,95,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,95,,,11,087
Shelby,11,087,11087,11-087-004X-06-0000,Trinity Lutheran School,77,1,1,0,0,75,0,0,1,1,77,73,1,0,0,3,77,75,0,0,1,1,77,75,0,0,1,1,77,75,0,0,1,1,77,43,0,0,1,0,44,30,0,0,1,4,35,75,0,0,1,1,77,,,11,087
Shelby,11,087,11087,11-087-005A-26-2003,Stewardson-Strasburg Elem School,378,0,0,0,0,377,0,1,0,0,378,377,0,1,0,0,378,376,0,1,0,1,378,376,0,1,0,1,378,376,0,1,0,1,378,256,0,1,0,0,257,4,0,0,0,0,4,257,0,0,0,0,257,,,11,087
Shelby,11,087,11087,11-087-006Z-25-0000,Mid-America Preparatory School,44,0,0,0,0,42,0,0,2,0,44,42,0,0,2,0,44,42,0,0,2,0,44,42,0,0,2,0,44,42,0,0,2,0,44,24,0,0,1,0,25,0,0,0,0,0,0,32,0,0,2,0,34,,,11,087
Shelby,11,087,11087,11-087-0210-26-0001,Central A & M High School,269,0,0,0,0,269,0,0,0,0,269,269,0,0,0,0,269,269,0,0,0,0,269,269,0,0,0,0,269,269,0,0,0,0,269,269,0,0,0,0,269,0,0,0,0,0,0,70,0,0,0,0,70,,,11,087
Shelby,11,087,11087,11-087-0210-26-1001,Central A & M Middle School,200,4,2,2,0,198,2,0,0,0,200,198,2,0,0,0,200,198,2,0,0,0,200,198,2,0,0,0,200,198,2,0,0,0,200,198,2,0,0,0,200,0,0,0,0,0,0,198,2,0,0,0,200,,,11,087
Shelby,11,087,11087,11-087-0210-26-2001,Gregory Intermediate,189,0,0,0,0,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,189,0,0,0,0,189,71,0,0,0,0,71,0,0,0,0,0,0,189,0,0,0,0,189,,,11,087
Shelby,11,087,11087,11-087-0210-26-2002,Bond Primary,191,1,0,1,0,191,0,0,0,0,191,191,0,0,0,0,191,191,0,0,0,0,191,191,0,0,0,0,191,191,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,191,,,11,087
Shelby,11,087,11087,11-087-0210-26-3001,Kemmerer Village School,24,0,0,0,0,24,0,0,0,0,24,24,0,0,0,0,24,24,0,0,0,0,24,24,0,0,0,0,24,24,0,0,0,0,24,24,0,0,0,0,24,0,0,0,0,0,0,16,0,0,0,0,16,,,11,087
Clay,12,013,12013,12-013-0100-26-0002,Clay City High School,103,0,0,0,0,103,0,0,0,0,103,103,0,0,0,0,103,103,0,0,0,0,103,103,0,0,0,0,103,103,0,0,0,0,103,103,0,0,0,0,103,0,0,0,0,0,0,24,0,0,0,0,24,,,12,013
Clay,12,013,12013,12-013-0100-26-1001,Clay City Jr High School,83,0,0,0,0,81,0,0,2,0,83,82,0,0,1,0,83,81,0,0,2,0,83,81,0,0,2,0,83,81,0,0,2,0,83,82,0,0,1,0,83,0,0,0,0,0,0,83,0,0,0,0,83,,,12,013
Clay,12,013,12013,12-013-0100-26-2001,Clay City Elem School,157,2,1,1,2,155,1,0,1,0,157,155,1,0,1,0,157,155,1,0,1,0,157,155,1,0,1,0,157,155,1,0,1,0,157,39,1,0,0,0,40,39,1,0,0,0,40,156,1,0,0,0,157,,,12,013
Clay,12,013,12013,12-013-0350-26-0001,Flora High School,365,0,0,0,0,365,0,0,0,0,365,364,0,1,0,0,365,365,0,0,0,0,365,365,0,0,0,0,365,365,0,0,0,0,365,365,0,0,0,0,365,0,0,0,0,0,0,95,0,0,0,0,95,,,12,013
Clay,12,013,12013,12-013-0350-26-1001,Floyd Henson Jr High Sch,297,0,0,0,0,296,0,0,1,0,297,296,0,0,1,0,297,296,0,0,1,0,297,296,0,0,1,0,297,296,0,0,1,0,297,296,0,0,1,0,297,0,0,0,0,0,0,297,0,0,0,0,297,,,12,013
Clay,12,013,12013,12-013-0350-26-2001,Xenia Grade School,156,0,0,0,0,154,0,0,2,0,156,154,0,0,2,0,156,154,0,0,2,0,156,155,0,0,1,0,156,155,0,0,1,0,156,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,156,,,12,013
Clay,12,013,12013,12-013-0350-26-2002,Mcendree Elem School,259,0,0,0,0,256,0,1,2,0,259,256,0,1,2,0,259,256,0,1,2,0,259,259,0,0,0,0,259,259,0,0,0,0,259,8,0,0,0,0,8,8,0,0,0,0,8,259,0,0,0,0,259,,,12,013
Clay,12,013,12013,12-013-0350-26-2005,Lincoln School,156,0,0,0,0,156,0,0,0,0,156,156,0,0,0,0,156,156,0,0,0,0,156,156,0,0,0,0,156,156,0,0,0,0,156,116,0,0,0,0,116,0,0,0,0,0,0,156,0,0,0,0,156,,,12,013
Clay,12,013,12013,12-013-0350-26-2006,Washington School,183,0,0,0,0,180,0,1,2,0,183,180,0,1,2,0,183,180,0,1,2,0,183,180,0,1,2,0,183,180,0,1,2,0,183,118,0,0,1,0,119,118,0,0,1,0,119,180,0,1,2,0,183,,,12,013
Crawford,12,017,12017,12-017-0010-26-0001,Hutsonville High School,99,0,0,0,0,98,0,1,0,0,99,99,0,0,0,0,99,98,0,1,0,0,99,98,0,1,0,0,99,98,0,1,0,0,99,98,0,1,0,0,99,0,0,0,0,0,0,33,0,0,0,0,33,,,12,017
Crawford,12,017,12017,12-017-0010-26-2002,Hutsonville Elem and Jr High Sch,266,0,0,0,0,265,0,0,0,1,266,265,0,0,0,1,266,265,0,0,0,1,266,265,0,0,0,1,266,265,0,0,0,1,266,134,0,0,0,1,135,19,0,0,0,1,20,263,0,0,2,1,266,,,12,017
Crawford,12,017,12017,12-017-0020-26-0001,Robinson High School,511,8,7,1,8,508,0,1,2,0,511,498,7,1,2,3,511,509,0,0,2,0,511,509,0,0,2,0,511,509,0,0,2,0,511,509,0,0,2,0,511,0,0,0,0,0,0,122,0,0,0,0,122,,,12,017
Crawford,12,017,12017,12-017-0020-26-1005,Nuttall Middle School,366,5,0,5,4,364,0,0,2,0,366,364,0,0,2,0,366,364,0,0,2,0,366,365,0,0,1,0,366,365,0,0,1,0,366,364,0,0,2,0,366,0,0,0,0,0,0,366,0,0,0,0,366,,,12,017
Crawford,12,017,12017,12-017-0020-26-2004,Lincoln Elementary School,329,1,0,1,0,329,0,0,0,0,329,329,0,0,0,0,329,329,0,0,0,0,329,329,0,0,0,0,329,329,0,0,0,0,329,106,0,0,0,0,106,0,0,0,0,0,0,329,0,0,0,0,329,,,12,017
Crawford,12,017,12017,12-017-0020-26-2007,Washington Elem School,463,8,8,0,8,444,8,1,1,9,463,444,8,1,1,9,463,439,8,1,3,12,463,458,0,0,1,4,463,458,0,0,1,4,463,97,0,0,0,1,98,97,0,0,0,1,98,456,0,0,1,6,463,,,12,017
Crawford,12,017,12017,12-017-002X-14-0000,New Hebron Christian School,115,1,1,0,0,110,1,0,4,0,115,110,1,0,4,0,115,110,1,0,4,0,115,110,1,0,4,0,115,110,1,0,4,0,115,63,1,0,1,0,65,13,1,0,1,0,15,109,1,0,5,0,115,,,12,017
Crawford,12,017,12017,12-017-0030-26-0001,Palestine High School,109,0,0,0,0,109,0,0,0,0,109,109,0,0,0,0,109,109,0,0,0,0,109,109,0,0,0,0,109,109,0,0,0,0,109,109,0,0,0,0,109,0,0,0,0,0,0,36,0,0,0,0,36,,,12,017
Crawford,12,017,12017,12-017-0030-26-2002,Palestine Grade School,271,2,2,0,0,269,2,0,0,0,271,269,2,0,0,0,271,269,2,0,0,0,271,269,2,0,0,0,271,269,2,0,0,0,271,160,1,0,0,0,161,39,1,0,0,0,40,269,2,0,0,0,271,,,12,017
Crawford,12,017,12017,12-017-0040-26-2002,Oblong Elem School,618,0,0,0,0,616,0,0,2,0,618,616,0,0,2,0,618,614,0,0,4,0,618,614,0,0,4,0,618,614,0,0,4,0,618,410,0,0,0,0,410,33,0,0,0,0,33,480,0,0,2,3,485,,,12,017
Jasper,12,040,12040,12-040-0010-26-0001,Newton Comm High School,459,7,3,4,0,459,0,0,0,0,459,456,3,0,0,0,459,459,0,0,0,0,459,459,0,0,0,0,459,459,0,0,0,0,459,459,0,0,0,0,459,0,0,0,0,0,0,147,0,0,0,0,147,,,12,040
Jasper,12,040,12040,12-040-0010-26-1003,Jasper Co Jr High,172,0,0,0,0,172,0,0,0,0,172,172,0,0,0,0,172,172,0,0,0,0,172,172,0,0,0,0,172,172,0,0,0,0,172,172,0,0,0,0,172,0,0,0,0,0,0,172,0,0,0,0,172,,,12,040
Jasper,12,040,12040,12-040-0010-26-2002,Newton Elem School,623,15,0,15,0,622,0,0,1,0,623,622,0,0,1,0,623,622,0,0,1,0,623,622,0,0,1,0,623,622,0,0,1,0,623,200,0,0,0,0,200,0,0,0,0,0,0,622,0,0,1,0,623,,,12,040
Jasper,12,040,12040,12-040-0010-26-2011,Ste Marie Elem School,138,8,0,8,0,138,0,0,0,0,138,138,0,0,0,0,138,137,0,0,1,0,138,137,0,0,1,0,138,137,0,0,1,0,138,38,0,0,0,0,38,38,0,0,0,0,38,137,0,0,1,0,138,,,12,040
Jasper,12,040,12040,12-040-001X-10-0000,St Thomas,134,0,0,0,0,130,0,1,3,0,134,130,0,1,3,0,134,130,0,1,3,0,134,130,0,1,3,0,134,130,0,1,3,0,134,53,0,0,2,0,55,0,0,0,0,0,0,130,0,1,3,0,134,,,12,040
Lawrence,12,051,12051,12-051-0100-26-0001,Red Hill Jr/Sr High School,444,8,6,2,0,439,5,0,0,0,444,438,6,0,0,0,444,440,4,0,0,0,444,440,4,0,0,0,444,440,4,0,0,0,444,441,3,0,0,0,444,0,0,0,0,0,0,262,2,0,0,0,264,,,12,051
Lawrence,12,051,12051,12-051-0100-26-2005,Bridgeport Grade School,421,11,10,1,0,414,7,0,0,0,421,411,7,0,0,3,421,414,7,0,0,0,421,414,7,0,0,0,421,414,7,0,0,0,421,77,3,0,0,0,80,76,4,0,0,0,80,415,6,0,0,0,421,,,12,051
Lawrence,12,051,12051,12-051-0100-26-2008,Sumner Attendance Center,240,6,0,6,0,240,0,0,0,0,240,240,0,0,0,0,240,240,0,0,0,0,240,240,0,0,0,0,240,240,0,0,0,0,240,157,0,0,0,0,157,0,0,0,0,0,0,240,0,0,0,0,240,,,12,051
Lawrence,12,051,12051,12-051-0200-26-0008,Lawrenceville High School,356,0,0,0,0,356,0,0,0,0,356,349,0,7,0,0,356,356,0,0,0,0,356,356,0,0,0,0,356,356,0,0,0,0,356,356,0,0,0,0,356,0,0,0,0,0,0,92,0,0,0,0,92,,,12,051
Lawrence,12,051,12051,12-051-0200-26-1007,Parkview Jr High School,282,0,0,0,0,282,0,0,0,0,282,277,0,5,0,0,282,280,0,2,0,0,282,280,0,2,0,0,282,280,0,2,0,0,282,282,0,0,0,0,282,0,0,0,0,0,0,282,0,0,0,0,282,,,12,051
Lawrence,12,051,12051,12-051-0200-26-2007,Parkside Elementary School,582,0,0,0,0,579,0,0,3,0,582,577,0,2,3,0,582,579,0,0,3,0,582,579,0,0,3,0,582,579,0,0,3,0,582,162,0,0,1,0,163,78,0,0,1,0,79,579,0,0,3,0,582,,,12,051
Richland,12,080,12080,12-080-0010-26-0001,East Richland High School,632,1,0,1,1,629,0,0,2,1,632,628,0,0,4,0,632,630,0,0,2,0,632,630,0,0,2,0,632,630,0,0,2,0,632,630,0,0,2,0,632,0,0,0,0,0,0,167,0,0,0,0,167,,,12,080
Richland,12,080,12080,12-080-0010-26-1002,East Richland Middle School,463,1,0,1,1,460,0,0,2,1,463,461,0,0,2,0,463,461,0,0,2,0,463,461,0,0,2,0,463,461,0,0,2,0,463,460,0,0,2,1,463,0,0,0,0,0,0,461,0,0,2,0,463,,,12,080
Richland,12,080,12080,12-080-001X-10-0000,St Joseph Grade School,208,3,3,0,3,200,3,4,0,1,208,200,3,4,0,1,208,200,3,4,0,1,208,200,3,4,0,1,208,200,3,4,0,1,208,107,2,2,0,0,111,46,2,0,0,0,48,200,3,4,0,1,208,,,12,080
Richland,12,080,12080,12-080-0020-26-0001,West Richland High School,110,0,0,0,0,110,0,0,0,0,110,109,0,0,1,0,110,110,0,0,0,0,110,110,0,0,0,0,110,110,0,0,0,0,110,110,0,0,0,0,110,0,0,0,0,0,0,31,0,0,0,0,31,,,12,080
Richland,12,080,12080,12-080-0020-26-1002,West Richland Jr High School,70,0,0,0,0,70,0,0,0,0,70,70,0,0,0,0,70,70,0,0,0,0,70,70,0,0,0,0,70,70,0,0,0,0,70,70,0,0,0,0,70,0,0,0,0,0,0,70,0,0,0,0,70,,,12,080
Richland,12,080,12080,12-080-0020-26-2002,West Richland Elementary School,196,0,0,0,0,196,0,0,0,0,196,196,0,0,0,0,196,196,0,0,0,0,196,196,0,0,0,0,196,196,0,0,0,0,196,83,0,0,0,0,83,40,0,0,0,0,40,196,0,0,0,0,196,,,12,080
Richland,12,080,12080,12-080-007P-00-3101,Child Development Partners,30,0,0,0,0,30,0,0,0,0,30,30,0,0,0,0,30,30,0,0,0,0,30,30,0,0,0,0,30,30,0,0,0,0,30,30,0,0,0,0,30,30,0,0,0,0,30,30,0,0,0,0,30,,,12,080
Clinton,13,014,13014,13-014-0010-26-0001,Carlyle High School,379,2,1,1,0,373,0,2,4,0,379,373,0,2,4,0,379,373,0,2,4,0,379,373,0,2,4,0,379,373,0,2,4,0,379,373,0,2,4,0,379,0,0,0,0,0,0,85,1,1,0,0,87,,,13,014
Clinton,13,014,13014,13-014-0010-26-1001,Carlyle Junior High School,371,1,1,0,0,369,0,0,2,0,371,369,0,0,2,0,371,368,1,0,2,0,371,368,1,0,2,0,371,368,1,0,2,0,371,369,0,0,2,0,371,0,0,0,0,0,0,369,0,0,2,0,371,,,13,014
Clinton,13,014,13014,13-014-0010-26-2002,Carlyle Elementary School,418,1,1,0,0,414,1,1,2,0,418,413,1,2,2,0,418,412,1,3,2,0,418,412,1,3,2,0,418,412,1,3,2,0,418,0,0,0,0,0,0,0,0,0,0,0,0,415,0,1,2,0,418,,,13,014
Clinton,13,014,13014,13-014-001Y-10-0000,Mater Dei High School,469,27,27,0,0,468,1,0,0,0,469,468,1,0,0,0,469,469,0,0,0,0,469,469,0,0,0,0,469,469,0,0,0,0,469,469,0,0,0,0,469,0,0,0,0,0,0,89,26,0,0,0,115,,,13,014
Clinton,13,014,13014,13-014-0030-26-0006,Wesclin Sr High School,409,0,0,0,0,409,0,0,0,0,409,409,0,0,0,0,409,409,0,0,0,0,409,409,0,0,0,0,409,409,0,0,0,0,409,409,0,0,0,0,409,0,0,0,0,0,0,109,0,0,0,0,109,,,13,014
Clinton,13,014,13014,13-014-0030-26-1001,Wesclin Jr High School,203,0,0,0,0,203,0,0,0,0,203,203,0,0,0,0,203,203,0,0,0,0,203,203,0,0,0,0,203,203,0,0,0,0,203,203,0,0,0,0,203,0,0,0,0,0,0,203,0,0,0,0,203,,,13,014
Clinton,13,014,13014,13-014-0030-26-2001,Trenton Elem School,222,0,0,0,0,221,0,0,0,1,222,221,0,0,0,1,222,221,0,0,0,1,222,221,0,0,0,1,222,221,0,0,0,1,222,48,0,0,0,0,48,48,0,0,0,0,48,220,0,0,2,0,222,,,13,014
Clinton,13,014,13014,13-014-0030-26-2002,St Marys Elem School,149,0,0,0,0,148,0,0,1,0,149,149,0,0,0,0,149,148,0,0,1,0,149,148,0,0,1,0,149,148,0,0,1,0,149,104,0,0,0,0,104,0,0,0,0,0,0,149,0,0,0,0,149,,,13,014
Clinton,13,014,13014,13-014-0030-26-2004,St George Elem School,125,0,0,0,0,125,0,0,0,0,125,125,0,0,0,0,125,125,0,0,0,0,125,125,0,0,0,0,125,125,0,0,0,0,125,125,0,0,0,0,125,0,0,0,0,0,0,125,0,0,0,0,125,,,13,014
Clinton,13,014,13014,13-014-0030-26-2005,New Baden Elementary School,251,0,0,0,0,249,0,0,0,2,251,249,0,0,0,2,251,250,0,0,0,1,251,250,0,0,0,1,251,250,0,0,0,1,251,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,1,0,251,,,13,014
Clinton,13,014,13014,13-014-004X-10-0000,All Saints Academy,329,0,0,0,0,324,0,0,0,5,329,327,0,0,0,2,329,325,0,0,0,4,329,326,0,0,0,3,329,326,0,0,0,3,329,182,0,0,0,3,185,50,0,0,0,3,53,326,0,1,0,2,329,,,13,014
Clinton,13,014,13014,13-014-008X-06-0000,Trinity Lutheran School,73,0,0,0,0,72,0,0,1,0,73,73,0,0,0,0,73,72,0,0,1,0,73,73,0,0,0,0,73,73,0,0,0,0,73,36,0,0,1,0,37,10,0,0,0,0,10,72,0,0,1,0,73,,,13,014
Clinton,13,014,13014,13-014-011Y-06-0000,Christ Our Rock Lutheran HS,102,0,0,0,0,102,0,0,0,0,102,102,0,0,0,0,102,102,0,0,0,0,102,102,0,0,0,0,102,102,0,0,0,0,102,102,0,0,0,0,102,0,0,0,0,0,0,36,0,0,0,0,36,,,13,014
Clinton,13,014,13014,13-014-0120-04-2001,Breese Elem School,428,1,0,1,1,428,0,0,0,0,428,428,0,0,0,0,428,428,0,0,0,0,428,428,0,0,0,0,428,428,0,0,0,0,428,302,0,0,1,0,303,45,0,0,0,0,45,428,0,0,0,0,428,,,13,014
Clinton,13,014,13014,13-014-0120-04-2002,Beckemeyer Elem School,200,0,0,0,0,198,0,0,0,2,200,199,0,0,0,1,200,200,0,0,0,0,200,200,0,0,0,0,200,200,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,200,,,13,014
Clinton,13,014,13014,13-014-0210-02-2001,Aviston Elem School,105,0,0,0,0,105,0,0,0,0,105,105,0,0,0,0,105,105,0,0,0,0,105,105,0,0,0,0,105,105,0,0,0,0,105,53,0,0,0,0,53,20,0,0,0,0,20,105,0,0,0,0,105,,,13,014
Clinton,13,014,13014,13-014-0570-02-2001,Bartelso Elem School,125,2,1,1,0,124,1,0,0,0,125,124,1,0,0,0,125,124,1,0,0,0,125,124,1,0,0,0,125,124,1,0,0,0,125,58,0,0,0,0,58,0,0,0,0,0,0,124,1,0,0,0,125,,,13,014
Clinton,13,014,13014,13-014-0600-02-2001,Germantown Elem School,273,7,7,0,0,269,3,0,1,0,273,269,3,0,1,0,273,271,1,0,1,0,273,271,1,0,1,0,273,271,1,0,1,0,273,123,4,0,0,0,127,28,0,0,0,0,28,271,1,0,1,0,273,,,13,014
Clinton,13,014,13014,13-014-0620-02-2001,Damiansville Elem School,104,1,0,1,0,102,0,0,2,0,104,102,0,0,2,0,104,102,0,0,2,0,104,102,0,0,2,0,104,102,0,0,2,0,104,46,0,0,1,0,47,0,0,0,0,0,0,102,0,0,2,0,104,,,13,014
Clinton,13,014,13014,13-014-0630-02-2001,Albers Elem School,174,0,0,0,0,173,0,0,1,0,174,172,0,0,1,1,174,173,0,0,1,0,174,173,0,0,1,0,174,173,0,0,1,0,174,70,0,0,1,0,71,0,0,0,0,0,0,173,0,0,1,0,174,,,13,014
Clinton,13,014,13014,13-014-0710-16-0001,Central Comm High School,591,16,0,16,0,590,0,0,1,0,591,590,0,0,1,0,591,590,0,0,1,0,591,590,0,0,1,0,591,590,0,0,1,0,591,590,0,0,1,0,591,0,0,0,0,0,0,150,0,0,0,0,150,,,13,014
Clinton,13,014,13014,13-014-1415-02-2001,St Rose Elem School,163,1,1,0,0,163,0,0,0,0,163,162,1,0,0,0,163,163,0,0,0,0,163,163,0,0,0,0,163,163,0,0,0,0,163,87,0,0,0,0,87,11,0,0,0,0,11,163,0,0,0,0,163,,,13,014
Clinton,13,014,13014,13-014-1860-02-2001,North Wamac Grade School,125,9,9,0,0,116,9,0,0,0,125,116,9,0,0,0,125,116,9,0,0,0,125,116,9,0,0,0,125,116,9,0,0,0,125,52,0,0,0,0,52,0,0,0,0,0,0,116,9,0,0,0,125,,,13,014
Marion,13,058,13058,13-058-0010-03-2001,Raccoon Cons Elem School,235,0,0,0,0,235,0,0,0,0,235,235,0,0,0,0,235,235,0,0,0,0,235,235,0,0,0,0,235,235,0,0,0,0,235,116,0,0,0,0,116,8,0,0,0,0,8,235,0,0,0,0,235,,,13,058
Marion,13,058,13058,13-058-0020-03-2001,Kell Grade School,110,0,0,0,0,110,0,0,0,0,110,110,0,0,0,0,110,110,0,0,0,0,110,110,0,0,0,0,110,110,0,0,0,0,110,59,0,0,0,0,59,13,0,0,0,0,13,110,0,0,0,0,110,,,13,058
Marion,13,058,13058,13-058-002X-10-0000,St Mary School,41,0,0,0,0,41,0,0,0,0,41,41,0,0,0,0,41,41,0,0,0,0,41,41,0,0,0,0,41,41,0,0,0,0,41,26,0,0,0,0,26,20,0,0,0,0,20,41,0,0,0,0,41,,,13,058
Marion,13,058,13058,13-058-004X-06-0000,Trinity Lutheran School,117,0,0,0,0,117,0,0,0,0,117,117,0,0,0,0,117,117,0,0,0,0,117,117,0,0,0,0,117,117,0,0,0,0,117,46,0,0,0,0,46,0,0,0,0,0,0,117,0,0,0,0,117,,,13,058
Marion,13,058,13058,13-058-0070-04-2001,Iuka Comm Cons School,254,0,0,0,0,251,0,1,2,0,254,251,0,1,2,0,254,251,0,1,2,0,254,251,0,1,2,0,254,251,0,1,2,0,254,139,0,1,1,0,141,27,0,0,0,0,27,251,0,1,2,0,254,,,13,058
Marion,13,058,13058,13-058-0100-04-2003,Selmaville Elem School,218,1,1,0,0,217,0,0,1,0,218,217,0,0,1,0,218,217,0,0,1,0,218,217,0,0,1,0,218,217,0,0,1,0,218,101,0,0,1,0,102,0,0,0,0,0,0,216,1,0,1,0,218,,,13,058
Marion,13,058,13058,13-058-010X-10-0000,St Theresa of Avila,57,0,0,0,0,57,0,0,0,0,57,57,0,0,0,0,57,57,0,0,0,0,57,57,0,0,0,0,57,57,0,0,0,0,57,21,0,0,0,0,21,0,0,0,0,0,0,57,0,0,0,0,57,,,13,058
Marion,13,058,13058,13-058-1000-26-0002,Patoka Sr High School,80,0,0,0,0,80,0,0,0,0,80,80,0,0,0,0,80,80,0,0,0,0,80,80,0,0,0,0,80,80,0,0,0,0,80,80,0,0,0,0,80,0,0,0,0,0,0,15,0,0,0,0,15,,,13,058
Marion,13,058,13058,13-058-1000-26-1001,Patoka Jr High School,35,0,0,0,0,35,0,0,0,0,35,35,0,0,0,0,35,35,0,0,0,0,35,35,0,0,0,0,35,35,0,0,0,0,35,35,0,0,0,0,35,0,0,0,0,0,0,35,0,0,0,0,35,,,13,058
Marion,13,058,13058,13-058-1000-26-2001,Patoka Elem School,153,0,0,0,0,153,0,0,0,0,153,153,0,0,0,0,153,152,0,0,0,1,153,152,0,0,0,1,153,152,0,0,0,1,153,50,0,0,0,0,50,19,0,0,0,0,19,153,0,0,0,0,153,,,13,058
Marion,13,058,13058,13-058-1110-02-2004,Hawthorn Elem School,394,0,0,0,0,392,0,0,2,0,394,392,0,0,2,0,394,391,0,1,2,0,394,391,0,1,2,0,394,391,0,1,2,0,394,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,1,0,394,,,13,058
Marion,13,058,13058,13-058-1110-02-2005,Franklin Park Middle School,565,1,0,1,0,565,0,0,0,0,565,565,0,0,0,0,565,565,0,0,0,0,565,565,0,0,0,0,565,565,0,0,0,0,565,463,0,0,0,0,463,39,0,0,0,0,39,565,0,0,0,0,565,,,13,058
Marion,13,058,13058,13-058-1330-02-2001,Central City Elem School,259,5,1,4,0,258,0,0,1,0,259,258,0,0,1,0,259,257,1,0,1,0,259,257,1,0,1,0,259,257,1,0,1,0,259,130,0,0,0,0,130,26,0,0,0,0,26,258,0,0,1,0,259,,,13,058
Marion,13,058,13058,13-058-1350-02-1001,Centralia Jr High School,581,5,3,2,0,580,1,0,0,0,581,581,0,0,0,0,581,581,0,0,0,0,581,581,0,0,0,0,581,581,0,0,0,0,581,579,2,0,0,0,581,0,0,0,0,0,0,581,0,0,0,0,581,,,13,058
Marion,13,058,13058,13-058-1350-02-2003,Field Kindergarten Center,170,1,1,0,0,168,0,0,0,2,170,168,0,0,0,2,170,169,1,0,0,0,170,170,0,0,0,0,170,170,0,0,0,0,170,30,0,0,0,0,30,30,0,0,0,0,30,170,0,0,0,0,170,,,13,058
Marion,13,058,13058,13-058-1350-02-2006,Jordan Elem School,234,0,0,0,0,233,0,0,0,1,234,233,0,0,0,1,234,233,0,0,0,1,234,234,0,0,0,0,234,234,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,234,,,13,058
Marion,13,058,13058,13-058-1350-02-2007,Lincoln Elem School,135,2,0,2,1,135,0,0,0,0,135,135,0,0,0,0,135,135,0,0,0,0,135,135,0,0,0,0,135,135,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,135,,,13,058
Marion,13,058,13058,13-058-1350-02-2008,Schiller Elem School,179,1,0,1,0,179,0,0,0,0,179,179,0,0,0,0,179,179,0,0,0,0,179,179,0,0,0,0,179,179,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,179,,,13,058
Marion,13,058,13058,13-058-1350-02-3001,Centralia Pre-Kindergarten Ctr,34,1,0,1,0,34,0,0,0,0,34,34,0,0,0,0,34,34,0,0,0,0,34,34,0,0,0,0,34,34,0,0,0,0,34,34,0,0,0,0,34,34,0,0,0,0,34,34,0,0,0,0,34,,,13,058
Marion,13,058,13058,13-058-2000-17-0001,Centralia High School,950,10,10,0,0,950,0,0,0,0,950,948,2,0,0,0,950,950,0,0,0,0,950,950,0,0,0,0,950,950,0,0,0,0,950,950,0,0,0,0,950,0,0,0,0,0,0,227,8,0,0,0,235,,,13,058
Marion,13,058,13058,13-058-4010-26-0001,South Central High School,225,0,0,0,0,224,0,1,0,0,225,224,0,1,0,0,225,224,0,1,0,0,225,224,0,1,0,0,225,224,0,1,0,0,225,224,0,1,0,0,225,0,0,0,0,0,0,59,0,1,0,0,60,,,13,058
Marion,13,058,13058,13-058-4010-26-1001,South Central Middle School,192,0,0,0,0,192,0,0,0,0,192,192,0,0,0,0,192,192,0,0,0,0,192,192,0,0,0,0,192,192,0,0,0,0,192,192,0,0,0,0,192,0,0,0,0,0,0,192,0,0,0,0,192,,,13,058
Marion,13,058,13058,13-058-4010-26-2002,South Central Elementary-Kinmundy,301,1,1,0,1,299,1,1,0,0,301,299,1,1,0,0,301,299,1,1,0,0,301,299,1,1,0,0,301,299,1,1,0,0,301,51,0,0,0,0,51,51,0,0,0,0,51,299,1,1,0,0,301,,,13,058
Marion,13,058,13058,13-058-5010-26-0001,Sandoval Sr High School,153,0,0,0,0,153,0,0,0,0,153,153,0,0,0,0,153,153,0,0,0,0,153,153,0,0,0,0,153,153,0,0,0,0,153,153,0,0,0,0,153,0,0,0,0,0,0,48,0,0,0,1,49,,,13,058
