County_Name,Region,County,region_county_code,R-C-D-T-S,Facility,Enrollment,Total NC,UndupNCIM,NCPE,Excluded,PolioProtected,PolioNcNp,PolioMedObj,PolioRelObj,PolioApprSchd,PolioTotal,DtpProt,DtpNcNp,DtpMedObj,DtpRelObj,DtpApprSchd,DtpTotal,MeasProt,MeasNcNp,MeasMedObj,MeasRelObj,MeasApprSchd,MeasTotal,RubProt,RubNcNp,RubMedObj,RubRelObj,RubApprSchd,RubTotal,MumpProt,MumpNcNp,MumpMedObj,MumpRelObj,MumpApprSchd,MumpTotal,HepProt,HepNcNp,HepMedObj,HepRelObj,HepApprSchd,HepTotal,HibProt,HibNcNp,HibMedObj,HibRelObj,HibApprSchd,HibTotal,CpoxProt,CpoxNcNp,CpoxMedObj,CpoxRelObj,CpoxApprSchd,CpoxTotal,Unnamed: 55,Unnamed: 56,Region,County
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2876,Carson Elem School,1218,20,9,11,0,1214,4,0,0,0,1218,1210,7,1,0,0,1218,1212,6,0,0,0,1218,1217,1,0,0,0,1218,1217,1,0,0,0,1218,1215,1,2,0,0,1218,1218,0,0,0,0,1218,1217,1,0,0,0,1218,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2877,McAuliffe Elem School,854,55,15,40,0,840,10,0,3,1,854,838,11,1,3,1,854,842,8,0,3,1,854,848,3,0,3,0,854,848,3,0,3,0,854,843,8,0,3,0,854,853,1,0,0,0,854,846,5,0,3,0,854,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2878,Galileo Elem Math & Sci Schol Acd,606,77,43,34,0,575,28,3,0,0,606,573,30,2,1,0,606,578,23,5,0,0,606,598,8,0,0,0,606,598,8,0,0,0,606,589,15,0,2,0,606,606,0,0,0,0,606,595,9,0,2,0,606,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2881,Logandale Middle School,937,85,65,20,0,892,45,0,0,0,937,899,38,0,0,0,937,901,36,0,0,0,937,918,19,0,0,0,937,918,19,0,0,0,937,903,31,3,0,0,937,935,2,0,0,0,937,918,19,0,0,0,937,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2882,Marshall Middle School,442,38,23,15,0,434,8,0,0,0,442,424,18,0,0,0,442,436,6,0,0,0,442,438,4,0,0,0,442,438,4,0,0,0,442,435,7,0,0,0,442,442,0,0,0,0,442,437,5,0,0,0,442,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2886,Chavez Elem Multicultural Acad Ct,917,136,63,73,0,880,37,0,0,0,917,885,32,0,0,0,917,893,24,0,0,0,917,910,7,0,0,0,917,910,7,0,0,0,917,897,20,0,0,0,917,912,5,0,0,0,917,907,10,0,0,0,917,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2889,Jordan Elem Community School,741,137,94,43,0,676,63,2,0,0,741,673,66,2,0,0,741,682,58,1,0,0,741,706,35,0,0,0,741,706,35,0,0,0,741,687,52,2,0,0,741,732,9,0,0,0,741,704,37,0,0,0,741,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2892,Kellman Corporate Community Elem,292,36,17,19,0,280,11,0,0,1,292,282,8,0,0,2,292,284,6,0,0,2,292,292,0,0,0,0,292,292,0,0,0,0,292,287,5,0,0,0,292,292,0,0,0,0,292,291,1,0,0,0,292,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2893,Finkl Elem School,586,103,62,41,6,542,42,2,0,0,586,544,42,0,0,0,586,546,38,2,0,0,586,560,25,1,0,0,586,560,25,1,0,0,586,546,39,1,0,0,586,585,1,0,0,0,586,559,26,1,0,0,586,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2895,Ariel Elem Community Academy,546,91,44,47,0,511,35,0,0,0,546,513,33,0,0,0,546,516,30,0,0,0,546,531,15,0,0,0,546,531,15,0,0,0,546,529,17,0,0,0,546,544,2,0,0,0,546,530,16,0,0,0,546,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2896,Little Village Elem School,828,11,5,6,0,826,2,0,0,0,828,824,4,0,0,0,828,825,3,0,0,0,828,825,3,0,0,0,828,825,3,0,0,0,828,824,3,1,0,0,828,828,0,0,0,0,828,825,3,0,0,0,828,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2897,Zapata Elem Academy,979,83,36,47,5,963,16,0,0,0,979,962,17,0,0,0,979,967,12,0,0,0,979,971,8,0,0,0,979,971,8,0,0,0,979,967,12,0,0,0,979,975,4,0,0,0,979,973,6,0,0,0,979,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2898,Ortiz De Dominguez Elem School,781,75,54,21,0,746,35,0,0,0,781,752,28,1,0,0,781,754,26,1,0,0,781,774,7,0,0,0,781,774,7,0,0,0,781,761,20,0,0,0,781,779,2,0,0,0,781,773,8,0,0,0,781,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2900,Lara Elem Academy,556,55,39,16,0,527,28,1,0,0,556,528,28,0,0,0,556,529,26,0,0,1,556,536,20,0,0,0,556,536,20,0,0,0,556,528,27,0,1,0,556,549,7,0,0,0,556,532,24,0,0,0,556,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2901,Telpochcalli Elem School,279,31,10,21,0,271,7,1,0,0,279,270,8,1,0,0,279,271,8,0,0,0,279,275,4,0,0,0,279,275,4,0,0,0,279,272,5,2,0,0,279,279,0,0,0,0,279,274,4,1,0,0,279,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2902,Wells Preparatory Elem Academy,224,52,29,23,0,203,20,1,0,0,224,201,22,1,0,0,224,202,22,0,0,0,224,206,18,0,0,0,224,206,18,0,0,0,224,204,19,1,0,0,224,224,0,0,0,0,224,204,20,0,0,0,224,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2903,Woodlawn Elem Community School,235,19,12,7,0,228,4,0,3,0,235,225,6,0,4,0,235,228,4,1,2,0,235,231,2,0,2,0,235,231,2,0,2,0,235,223,6,3,3,0,235,234,0,0,1,0,235,230,3,0,2,0,235,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2904,Christopher Elem School,278,53,17,36,0,270,7,0,1,0,278,266,11,0,1,0,278,269,8,0,1,0,278,273,4,0,1,0,278,273,4,0,1,0,278,270,7,0,1,0,278,278,0,0,0,0,278,270,6,1,1,0,278,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2908,West Park Elem Academy,682,50,27,23,2,667,15,0,0,0,682,661,20,1,0,0,682,668,14,0,0,0,682,675,7,0,0,0,682,675,7,0,0,0,682,664,14,4,0,0,682,682,0,0,0,0,682,673,9,0,0,0,682,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2912,Ames Middle School,595,40,30,10,0,586,9,0,0,0,595,573,22,0,0,0,595,589,6,0,0,0,595,591,4,0,0,0,595,591,4,0,0,0,595,587,8,0,0,0,595,595,0,0,0,0,595,588,7,0,0,0,595,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2913,Fairfield Elem Academy,601,101,37,64,0,540,16,0,0,45,601,536,21,1,1,42,601,525,26,1,0,49,601,561,12,0,0,28,601,561,12,0,0,28,601,554,13,1,0,33,601,601,0,0,0,0,601,560,13,0,0,28,601,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2914,Sandoval Elem School,1176,47,41,6,42,1158,17,0,1,0,1176,1157,17,1,1,0,1176,1153,21,1,1,0,1176,1165,9,1,1,0,1176,1166,8,1,1,0,1176,1157,18,0,1,0,1176,1175,1,0,0,0,1176,1161,12,2,1,0,1176,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2915,Northwest Middle School,765,99,29,70,0,753,11,0,0,1,765,743,21,1,0,0,765,758,7,0,0,0,765,759,6,0,0,0,765,759,6,0,0,0,765,756,9,0,0,0,765,765,0,0,0,0,765,753,12,0,0,0,765,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2916,Hampton Elem Fine & Perf Arts Sch,664,34,21,13,0,648,15,0,0,1,664,646,17,0,0,1,664,649,15,0,0,0,664,653,11,0,0,0,664,653,11,0,0,0,664,652,12,0,0,0,664,662,2,0,0,0,664,652,12,0,0,0,664,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2918,Colemon J Elem Academy,266,12,6,6,0,257,3,6,0,0,266,259,4,3,0,0,266,257,5,4,0,0,266,266,0,0,0,0,266,266,0,0,0,0,266,262,0,3,1,0,266,266,0,0,0,0,266,266,0,0,0,0,266,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2919,Columbia Explorers Elem Academy,1031,4,4,0,3,1027,2,1,1,0,1031,1026,3,1,1,0,1031,1029,1,0,1,0,1031,1029,1,0,1,0,1031,1029,1,0,1,0,1031,1025,2,2,1,1,1031,1031,0,0,0,0,1031,1028,2,0,1,0,1031,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2920,Chicago Academy Elem School,601,46,11,35,0,595,6,0,0,0,601,591,9,0,0,1,601,593,7,0,1,0,601,599,1,0,1,0,601,599,1,0,1,0,601,599,1,0,1,0,601,600,1,0,0,0,601,599,2,0,0,0,601,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2921,Courtenay Elem Language Arts Ctr,257,17,10,7,0,248,6,1,2,0,257,246,9,0,2,0,257,249,6,0,2,0,257,252,3,0,2,0,257,252,3,0,2,0,257,247,4,2,4,0,257,256,1,0,0,0,257,252,3,0,2,0,257,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2922,Ashburn Community Elem School,489,31,13,18,0,478,9,0,2,0,489,476,10,2,1,0,489,481,7,0,0,1,489,487,2,0,0,0,489,487,2,0,0,0,489,483,5,0,0,1,489,488,1,0,0,0,489,487,2,0,0,0,489,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2923,Belmont-Cragin Elem School,632,77,51,26,0,614,16,0,1,1,632,606,25,0,1,0,632,609,20,1,1,1,632,613,17,0,1,1,632,613,17,0,1,1,632,598,32,0,1,1,632,623,8,0,1,0,632,614,17,0,1,0,632,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2924,National Teachers Elem Academy,444,63,33,30,0,426,18,0,0,0,444,421,23,0,0,0,444,429,15,0,0,0,444,436,8,0,0,0,444,436,8,0,0,0,444,426,18,0,0,0,444,443,1,0,0,0,444,434,10,0,0,0,444,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2926,Talman Elem School,380,24,15,9,0,375,4,1,0,0,380,373,6,1,0,0,380,372,7,1,0,0,380,379,0,1,0,0,380,379,0,1,0,0,380,377,2,1,0,0,380,380,0,0,0,0,380,377,2,1,0,0,380,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2927,Dodge Elem School,429,53,26,27,0,395,25,8,1,0,429,395,23,9,2,0,429,395,24,9,1,0,429,405,21,2,1,0,429,405,21,2,1,0,429,399,22,7,1,0,429,417,12,0,0,0,429,404,22,2,1,0,429,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2928,Williams Multiplex Elem School,266,69,59,10,0,208,51,5,2,0,266,209,49,5,2,1,266,214,45,5,2,0,266,228,32,4,2,0,266,228,32,4,2,0,266,219,40,5,2,0,266,252,14,0,0,0,266,228,32,5,1,0,266,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2930,New Field Elem School,682,99,86,13,0,624,53,3,2,0,682,612,65,3,2,0,682,626,51,3,2,0,682,646,32,2,2,0,682,646,32,2,2,0,682,635,45,1,1,0,682,668,13,1,0,0,682,646,32,2,2,0,682,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2932,Williams Middle Prep Academy,127,30,8,22,0,122,2,0,3,0,127,120,4,0,3,0,127,120,3,1,3,0,127,123,2,0,2,0,127,123,2,0,2,0,127,122,2,0,3,0,127,127,0,0,0,0,127,121,5,0,1,0,127,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2933,Durkin Park Elem School,541,42,23,19,0,525,16,0,0,0,541,524,17,0,0,0,541,524,13,1,0,3,541,530,11,0,0,0,541,530,11,0,0,0,541,525,13,1,0,2,541,534,7,0,0,0,541,527,13,1,0,0,541,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2934,Calmeca Acad Elem School,795,88,47,41,0,760,32,3,0,0,795,759,35,1,0,0,795,755,30,10,0,0,795,770,24,1,0,0,795,770,24,1,0,0,795,765,29,1,0,0,795,791,4,0,0,0,795,771,24,0,0,0,795,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2935,North River Elem School,367,21,18,3,8,354,12,0,0,1,367,352,13,1,0,1,367,355,12,0,0,0,367,357,10,0,0,0,367,357,10,0,0,0,367,353,13,0,1,0,367,360,7,0,0,0,367,357,10,0,0,0,367,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2936,Claremont Academy Elem School,536,18,17,1,1,522,11,2,1,0,536,522,11,1,2,0,536,525,9,1,1,0,536,528,7,1,0,0,536,528,7,1,0,0,536,526,10,0,0,0,536,535,1,0,0,0,536,527,8,1,0,0,536,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2937,Doolittle Elem School,306,47,28,19,2,293,12,1,0,0,306,291,15,0,0,0,306,289,15,2,0,0,306,302,4,0,0,0,306,302,4,0,0,0,306,292,14,0,0,0,306,306,0,0,0,0,306,301,5,0,0,0,306,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2940,Pershing West Elem Magnet School,269,6,1,5,4,269,0,0,0,0,269,268,1,0,0,0,269,269,0,0,0,0,269,269,0,0,0,0,269,269,0,0,0,0,269,269,0,0,0,0,269,269,0,0,0,0,269,268,1,0,0,0,269,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2941,Suder Montessori Elem Magnet Schl,349,39,17,22,0,334,12,0,2,1,349,336,10,0,2,1,349,336,10,0,2,1,349,345,2,1,1,0,349,345,2,0,2,0,349,339,7,0,3,0,349,348,1,0,0,0,349,344,2,0,3,0,349,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2943,Tarkington Elem School,1068,17,14,3,0,1059,9,0,0,0,1068,1055,10,1,0,2,1068,1063,5,0,0,0,1068,1063,5,0,0,0,1068,1063,5,0,0,0,1068,1059,7,2,0,0,1068,1066,2,0,0,0,1068,1061,7,0,0,0,1068,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2945,Frazier Intl Magnet Elem School,224,23,11,12,0,217,6,0,1,0,224,214,9,0,1,0,224,218,5,0,1,0,224,218,5,0,1,0,224,218,5,0,1,0,224,215,8,0,1,0,224,224,0,0,0,0,224,218,5,0,1,0,224,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2946,Frazier Prep Acad Elem School,407,122,77,45,0,338,64,4,1,0,407,333,70,3,1,0,407,339,63,4,1,0,407,356,47,3,1,0,407,356,47,3,1,0,407,349,54,3,1,0,407,407,0,0,0,0,407,357,46,3,1,0,407,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2949,Disney II Elem School,363,2,2,0,0,352,1,2,8,0,363,351,1,2,8,1,363,354,1,1,7,0,363,354,1,1,7,0,363,354,1,1,7,0,363,354,1,2,6,0,363,362,1,0,0,0,363,351,2,2,8,0,363,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2951,Plato Learning Acad  Elem School,413,26,22,4,29,397,15,1,0,0,413,396,16,1,0,0,413,401,11,1,0,0,413,408,4,1,0,0,413,408,4,1,0,0,413,407,5,1,0,0,413,413,0,0,0,0,413,409,3,1,0,0,413,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2953,Edison Park Elem School,426,1,0,1,0,425,0,0,1,0,426,423,0,1,1,1,426,422,0,3,1,0,426,424,0,1,1,0,426,424,0,1,1,0,426,424,0,1,1,0,426,426,0,0,0,0,426,423,0,2,1,0,426,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2954,Davis M Magnet Elem School,349,27,3,24,0,344,1,2,2,0,349,344,1,0,3,1,349,341,0,6,2,0,349,346,0,2,1,0,349,346,0,2,1,0,349,346,1,0,2,0,349,349,0,0,0,0,349,347,0,0,2,0,349,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2955,LaSalle II Lang Acad Elem Sch,613,57,34,23,0,583,17,0,5,8,613,586,16,0,5,6,613,585,17,1,4,6,613,594,10,0,4,5,613,594,10,0,4,5,613,581,16,3,5,8,613,609,4,0,0,0,613,591,11,0,6,5,613,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2956,Garfield Park Prep Acad Elem Sch,206,12,9,3,0,203,3,0,0,0,206,203,2,0,0,1,206,202,3,1,0,0,206,204,2,0,0,0,206,204,2,0,0,0,206,198,7,1,0,0,206,206,0,0,0,0,206,204,2,0,0,0,206,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2958,Prieto Math-Science Elem Sch,998,219,114,105,0,935,63,0,0,0,998,931,67,0,0,0,998,934,64,0,0,0,998,965,33,0,0,0,998,965,33,0,0,0,998,946,52,0,0,0,998,992,6,0,0,0,998,962,36,0,0,0,998,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2959,Skinner North Elem Sch,238,7,6,1,0,225,3,2,5,3,238,226,3,2,5,2,238,225,4,4,4,1,238,231,1,1,4,1,238,231,1,1,4,1,238,228,2,4,3,1,238,238,0,0,0,0,238,231,1,1,4,1,238,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2960,South Shore Fine Arts Elem Sch,252,43,41,2,0,231,21,0,0,0,252,227,25,0,0,0,252,225,24,2,1,0,252,235,17,0,0,0,252,235,17,0,0,0,252,231,21,0,0,0,252,245,7,0,0,0,252,236,15,1,0,0,252,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2961,Hope Inst Learning Acad HS,408,24,16,8,0,389,10,3,6,0,408,391,9,4,4,0,408,392,8,4,4,0,408,396,6,1,5,0,408,396,6,1,5,0,408,387,12,4,5,0,408,408,0,0,0,0,408,394,7,2,5,0,408,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2963,Camras Elem School,841,24,21,3,0,826,13,1,0,1,841,826,14,0,0,1,841,822,16,1,0,2,841,829,12,0,0,0,841,830,11,0,0,0,841,824,14,1,0,2,841,841,0,0,0,0,841,828,12,1,0,0,841,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2964,Garcia Lorca Elem School,866,22,14,8,1,857,7,2,0,0,866,855,9,2,0,0,866,858,6,2,0,0,866,862,3,1,0,0,866,862,3,1,0,0,866,856,8,2,0,0,866,864,2,0,0,0,866,862,3,1,0,0,866,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2965,West Ridge Elem School,649,66,50,16,3,621,26,0,2,0,649,616,31,0,2,0,649,624,23,0,2,0,649,639,8,0,2,0,649,639,8,0,2,0,649,624,21,1,1,2,649,645,4,0,0,0,649,637,10,0,2,0,649,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2966,Azuela Elem School,877,43,10,33,0,868,8,1,0,0,877,866,10,1,0,0,877,867,7,2,1,0,877,869,6,1,1,0,877,869,6,1,1,0,877,866,6,5,0,0,877,876,1,0,0,0,877,869,6,1,1,0,877,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2967,STEM Magnet Academy Elem,227,68,68,0,0,168,59,0,0,0,227,174,53,0,0,0,227,175,52,0,0,0,227,185,42,0,0,0,227,185,42,0,0,0,227,179,47,1,0,0,227,227,0,0,0,0,227,185,42,0,0,0,227,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3075,Jefferson Alt High School,264,130,99,31,0,242,22,0,0,0,264,174,89,1,0,0,264,229,32,3,0,0,264,242,22,0,0,0,264,242,22,0,0,0,264,238,26,0,0,0,264,264,0,0,0,0,264,263,1,0,0,0,264,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3116,Montefiore Special Elem School,21,2,2,0,0,21,0,0,0,0,21,20,1,0,0,0,21,21,0,0,0,0,21,21,0,0,0,0,21,21,0,0,0,0,21,20,1,0,0,0,21,21,0,0,0,0,21,21,0,0,0,0,21,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3157,Near North Special Ed Center,93,5,4,1,0,91,1,1,0,0,93,88,4,1,0,0,93,90,1,2,0,0,93,91,1,1,0,0,93,91,1,1,0,0,93,91,1,1,0,0,93,93,0,0,0,0,93,91,1,1,0,0,93,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3600,York Alternative High School,381,166,140,26,0,374,7,0,0,0,381,239,137,3,1,1,381,325,55,1,0,0,381,334,46,1,0,0,381,334,46,1,0,0,381,317,62,2,0,0,381,381,0,0,0,0,381,381,0,0,0,0,381,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3715,Graham  R Training Center,138,6,6,0,10,138,0,0,0,0,138,131,5,2,0,0,138,137,1,0,0,0,138,138,0,0,0,0,138,138,0,0,0,0,138,136,0,2,0,0,138,138,0,0,0,0,138,138,0,0,0,0,138,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3732,Simpson Acad HS for Young Women,153,16,13,3,0,152,1,0,0,0,153,125,9,4,1,14,153,150,1,0,0,2,153,153,0,0,0,0,153,153,0,0,0,0,153,149,1,1,0,2,153,153,0,0,0,0,153,151,2,0,0,0,153,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3735,Rudolph Elem Learning Center,103,4,4,0,0,100,3,0,0,0,103,97,4,1,0,1,103,100,2,1,0,0,103,100,2,1,0,0,103,100,2,1,0,0,103,97,3,2,0,1,103,101,2,0,0,0,103,100,2,1,0,0,103,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3743,Northside Learning Center,295,3,3,0,0,295,0,0,0,0,295,291,3,0,1,0,295,295,0,0,0,0,295,295,0,0,0,0,295,295,0,0,0,0,295,294,0,0,1,0,295,295,0,0,0,0,295,293,0,1,1,0,295,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3753,Vaughn Occupational High School,202,15,12,3,0,201,1,0,0,0,202,192,8,1,1,0,202,198,4,0,0,0,202,202,0,0,0,0,202,202,0,0,0,0,202,201,1,0,0,0,202,202,0,0,0,0,202,200,2,0,0,0,202,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3758,Buckingham Special Education Ctr,26,1,0,1,0,26,0,0,0,0,26,26,0,0,0,0,26,26,0,0,0,0,26,26,0,0,0,0,26,26,0,0,0,0,26,26,0,0,0,0,26,26,0,0,0,0,26,26,0,0,0,0,26,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3760,Beard Elem School,161,4,3,1,0,149,2,6,4,0,161,148,2,7,4,0,161,146,3,8,4,0,161,150,2,5,4,0,161,150,2,5,4,0,161,152,1,5,3,0,161,160,1,0,0,0,161,150,1,6,4,0,161,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3761,Blair Early Childhood Center,137,2,2,0,0,134,2,0,0,1,137,131,1,3,0,2,137,135,1,1,0,0,137,135,1,1,0,0,137,135,1,1,0,0,137,133,1,0,0,3,137,137,0,0,0,0,137,136,1,0,0,0,137,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3762,Stock Early Childhood Center,263,7,7,0,0,256,2,1,3,1,263,257,3,0,3,0,263,258,3,0,2,0,263,257,3,1,2,0,263,257,3,1,2,0,263,256,3,1,3,0,263,261,0,0,2,0,263,257,1,1,3,1,263,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3765,Southside Occupational Acad HS,204,5,4,1,0,204,0,0,0,0,204,201,2,1,0,0,204,202,2,0,0,0,204,204,0,0,0,0,204,204,0,0,0,0,204,204,0,0,0,0,204,204,0,0,0,0,204,204,0,0,0,0,204,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3781,Vick Early Childhood & Family Ctr,241,15,13,2,0,225,8,1,6,1,241,214,7,2,7,11,241,221,5,3,6,6,241,224,4,2,6,5,241,224,4,2,6,5,241,221,10,2,5,3,241,230,6,1,4,0,241,224,4,2,5,6,241,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3784,Peace and Education Coalition HS,165,16,11,5,0,163,2,0,0,0,165,155,9,1,0,0,165,162,3,0,0,0,165,164,1,0,0,0,165,164,1,0,0,0,165,163,1,1,0,0,165,165,0,0,0,0,165,165,0,0,0,0,165,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3787,Thomas Early Childhood Center,208,25,25,0,0,195,12,0,1,0,208,194,13,0,1,0,208,195,12,0,1,0,208,195,12,0,1,0,208,196,11,0,1,0,208,190,17,0,1,0,208,197,10,0,1,0,208,194,13,0,1,0,208,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3788,Prologue Early College HS,229,21,20,1,0,227,2,0,0,0,229,209,19,1,0,0,229,215,14,0,0,0,229,216,13,0,0,0,229,216,13,0,0,0,229,215,14,0,0,0,229,229,0,0,0,0,229,229,0,0,0,0,229,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3789,Banner North Alt Schools,50,8,3,5,0,49,1,0,0,0,50,47,3,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,49,0,1,0,0,50,50,0,0,0,0,50,50,0,0,0,0,50,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3790,Milburn Alternative School,53,14,9,5,0,53,0,0,0,0,53,44,9,0,0,0,53,53,0,0,0,0,53,53,0,0,0,0,53,53,0,0,0,0,53,52,1,0,0,0,53,53,0,0,0,0,53,53,0,0,0,0,53,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3791,Summers Alternative School,72,16,8,8,0,71,1,0,0,0,72,64,7,1,0,0,72,72,0,0,0,0,72,72,0,0,0,0,72,72,0,0,0,0,72,72,0,0,0,0,72,72,0,0,0,0,72,71,1,0,0,0,72,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3792,Banner South Academy HS,207,49,42,7,0,202,5,0,0,0,207,161,40,5,1,0,207,200,6,1,0,0,207,202,5,0,0,0,207,202,5,0,0,0,207,197,9,0,1,0,207,207,0,0,0,0,207,207,0,0,0,0,207,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3793,Banner West Academy HS,159,52,48,4,0,155,4,0,0,0,159,112,47,0,0,0,159,153,6,0,0,0,159,154,5,0,0,0,159,154,5,0,0,0,159,152,6,1,0,0,159,159,0,0,0,0,159,159,0,0,0,0,159,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-3794,Pathways in Education HS,211,22,20,2,0,210,1,0,0,0,211,196,15,0,0,0,211,204,7,0,0,0,211,208,3,0,0,0,211,208,3,0,0,0,211,208,3,0,0,0,211,211,0,0,0,0,211,211,0,0,0,0,211,,,15,016
Cook_City_of_Chicago,15,016,15016,15-016-302X-10-0000,Acad of St Benedict the African,99,2,1,1,0,98,1,0,0,0,99,98,1,0,0,0,99,98,1,0,0,0,99,98,1,0,0,0,99,98,1,0,0,0,99,50,1,0,0,0,51,16,1,0,0,0,17,98,1,0,0,0,99,,,15,016
