County_Name,Region,County,region_county_code,R-C-D-T-S,Facility,Enrollment,Total NC,UndupNCIM,NCPE,Excluded,PolioProtected,PolioNcNp,PolioMedObj,PolioRelObj,PolioApprSchd,PolioTotal,DtpProt,DtpNcNp,DtpMedObj,DtpRelObj,DtpApprSchd,DtpTotal,TdapProt,TdapNcNp,TdapMedObj,TdapRelObj,TdapApprSchd,TdapTotal,MeasProt,MeasNcNp,MeasMedObj,MeasRelObj,MeasApprSchd,MeasTotal,RubProt,RubNcNp,RubMedObj,RubRelObj,RubApprSchd,RubTotal,MumpProt,MumpNcNp,MumpMedObj,MumpRelObj,MumpApprSchd,MumpTotal,HepProt,HepNcNp,HepMedObj,HepRelObj,HepApprSchd,HepTotal,HibProt,HibNcNp,HibMedObj,HibRelObj,HibApprSchd,HibTotal,CpoxProt,CpoxNcNp,CpoxMedObj,CpoxRelObj,CpoxApprSchd,CpoxTotal,Region,County
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2242,Hammond Elem School,475,108,95,13,10,428,45,2,0,0,475,430,44,1,0,0,475,442,33,0,0,0,475,436,38,1,0,0,475,458,16,1,0,0,475,458,16,1,0,0,475,448,25,1,0,1,475,469,6,0,0,0,475,457,16,2,0,0,475,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2244,Harte Elem School,329,61,56,5,0,295,27,1,6,0,329,294,28,1,6,0,329,308,20,0,1,0,329,298,23,1,7,0,329,307,17,1,4,0,329,307,17,0,5,0,329,300,23,1,5,0,329,321,7,0,1,0,329,306,18,1,4,0,329,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2246,Harvard Elem School,438,144,108,36,0,369,62,1,0,6,438,369,62,1,0,6,438,412,26,0,0,0,438,373,57,1,0,7,438,401,35,1,0,1,438,401,35,1,0,1,438,384,50,2,0,2,438,435,3,0,0,0,438,398,38,1,0,1,438,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2247,Haugan Elem School,1271,195,174,21,0,1195,72,4,0,0,1271,1200,69,2,0,0,1271,1204,66,0,0,1,1271,1210,59,2,0,0,1271,1254,17,0,0,0,1271,1254,17,0,0,0,1271,1231,34,6,0,0,1271,1260,11,0,0,0,1271,1252,18,1,0,0,1271,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2249,Hawthorne Elem Scholastic Academy,574,42,33,9,0,562,7,0,0,5,574,563,9,0,0,2,574,550,23,1,0,0,574,556,8,7,0,3,574,569,5,0,0,0,574,569,5,0,0,0,574,566,5,2,1,0,574,574,0,0,0,0,574,566,6,2,0,0,574,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2252,Hayt Elem School,956,127,100,27,0,901,51,1,3,0,956,903,45,1,5,2,956,917,36,0,3,0,956,905,44,3,4,0,956,933,18,1,4,0,956,933,18,1,4,0,956,914,38,1,3,0,956,952,3,0,1,0,956,933,18,1,4,0,956,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2254,Healy Elem School,1366,292,260,32,0,1275,88,2,1,0,1366,1291,74,0,1,0,1366,1249,117,0,0,0,1366,1257,76,32,1,0,1366,1327,38,0,1,0,1366,1327,37,1,1,0,1366,1302,57,6,1,0,1366,1344,22,0,0,0,1366,1325,39,1,1,0,1366,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2255,Hearst Elem School,365,18,9,9,0,292,4,0,0,69,365,294,3,0,0,68,365,362,3,0,0,0,365,300,5,0,0,60,365,320,2,0,0,43,365,321,3,0,0,41,365,313,2,1,0,49,365,336,1,0,0,28,365,318,2,0,0,45,365,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2256,Hedges Elem School,877,29,23,6,0,868,9,0,0,0,877,868,9,0,0,0,877,863,14,0,0,0,877,868,9,0,0,0,877,870,7,0,0,0,877,870,7,0,0,0,877,870,7,0,0,0,877,877,0,0,0,0,877,870,7,0,0,0,877,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2257,Hefferan Elem School,258,74,58,16,0,237,21,0,0,0,258,229,29,0,0,0,258,243,15,0,0,0,258,237,21,0,0,0,258,253,5,0,0,0,258,253,5,0,0,0,258,247,9,2,0,0,258,256,2,0,0,0,258,254,4,0,0,0,258,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2258,Henderson Elem School,368,90,60,30,0,336,28,2,0,2,368,333,30,3,1,1,368,346,22,0,0,0,368,343,22,2,0,1,368,359,9,0,0,0,368,359,9,0,0,0,368,348,18,1,0,1,368,364,4,0,0,0,368,352,15,0,0,1,368,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2259,Hendricks Elem Community Academy,288,30,23,7,31,271,14,3,0,0,288,271,14,3,0,0,288,283,4,1,0,0,288,275,8,4,0,1,288,279,6,3,0,0,288,279,6,3,0,0,288,271,10,7,0,0,288,282,6,0,0,0,288,278,6,3,0,1,288,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2260,Henry Elem School,659,117,101,16,0,624,34,1,0,0,659,628,30,1,0,0,659,605,54,0,0,0,659,628,30,1,0,0,659,645,14,0,0,0,659,645,14,0,0,0,659,633,25,1,0,0,659,656,3,0,0,0,659,645,14,0,0,0,659,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2261,Henson Elem School,261,16,14,2,0,256,5,0,0,0,261,256,5,0,0,0,261,258,3,0,0,0,261,254,6,1,0,0,261,257,4,0,0,0,261,257,4,0,0,0,261,257,3,1,0,0,261,261,0,0,0,0,261,257,3,1,0,0,261,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2262,Herbert Elem School,352,81,68,13,0,323,28,0,1,0,352,316,34,1,1,0,352,328,24,0,0,0,352,330,21,0,1,0,352,343,8,0,1,0,352,343,8,0,1,0,352,325,25,1,1,0,352,350,2,0,0,0,352,343,7,1,1,0,352,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2263,Herzl Elem School,508,111,92,19,0,433,55,3,3,14,508,435,54,3,0,16,508,491,9,0,0,8,508,447,42,5,1,13,508,482,23,0,0,3,508,483,22,0,0,3,508,449,45,3,1,10,508,500,7,0,1,0,508,478,27,0,0,3,508,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2265,Hibbard Elem School,1230,167,152,15,0,1184,44,1,0,1,1230,1187,42,1,0,0,1230,1145,85,0,0,0,1230,1193,36,1,0,0,1230,1215,15,0,0,0,1230,1216,14,0,0,0,1230,1196,33,0,0,1,1230,1227,3,0,0,0,1230,1216,14,0,0,0,1230,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2266,Higgins Elem Community Academy,381,84,67,17,0,350,31,0,0,0,381,347,34,0,0,0,381,358,23,0,0,0,381,354,27,0,0,0,381,365,16,0,0,0,381,365,16,0,0,0,381,361,20,0,0,0,381,373,8,0,0,0,381,362,19,0,0,0,381,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2267,Hinton Elem School,285,39,35,4,0,273,10,0,2,0,285,274,9,0,2,0,285,267,18,0,0,0,285,275,8,0,2,0,285,276,7,0,2,0,285,276,7,0,2,0,285,273,10,0,2,0,285,283,2,0,0,0,285,275,7,1,2,0,285,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2268,Hitch Elem School,545,40,33,7,0,522,16,2,5,0,545,524,15,1,5,0,545,535,9,1,0,0,545,524,15,0,6,0,545,538,5,0,2,0,545,538,5,0,2,0,545,531,7,5,2,0,545,541,4,0,0,0,545,536,6,0,3,0,545,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2269,Holden Elem School,586,27,20,7,0,579,5,0,2,0,586,577,6,0,2,1,586,575,10,0,1,0,586,577,7,0,2,0,586,581,3,0,2,0,586,581,3,0,2,0,586,577,3,2,3,1,586,586,0,0,0,0,586,581,3,0,2,0,586,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2270,Holmes Elem School,292,41,40,1,0,273,16,2,1,0,292,270,19,2,1,0,292,272,20,0,0,0,292,271,17,3,1,0,292,277,14,0,1,0,292,277,14,0,1,0,292,278,13,0,1,0,292,289,3,0,0,0,292,278,13,0,1,0,292,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2273,Howe Elem School,608,136,107,29,0,542,62,3,0,1,608,562,43,3,0,0,608,587,21,0,0,0,608,565,41,2,0,0,608,579,28,1,0,0,608,579,28,1,0,0,608,566,37,3,0,2,608,605,3,0,0,0,608,573,33,2,0,0,608,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2275,Hoyne Elem School,270,18,15,3,0,261,7,2,0,0,270,263,5,2,0,0,270,262,8,0,0,0,270,264,4,1,1,0,270,267,2,1,0,0,270,267,2,1,0,0,270,264,3,3,0,0,270,270,0,0,0,0,270,265,4,1,0,0,270,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2276,Hughes  C Elem School,287,39,32,7,0,249,23,2,0,13,287,241,21,2,0,23,287,278,9,0,0,0,287,253,21,3,0,10,287,264,14,1,0,8,287,264,14,2,0,7,287,252,17,1,0,17,287,283,4,0,0,0,287,264,14,1,0,8,287,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2280,Hurley Elem School,845,28,21,7,0,842,3,0,0,0,845,840,5,0,0,0,845,830,15,0,0,0,845,843,2,0,0,0,845,844,1,0,0,0,845,844,1,0,0,0,845,842,2,1,0,0,845,845,0,0,0,0,845,844,1,0,0,0,845,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2281,Irving Elem School,455,119,85,34,0,410,39,0,1,5,455,410,42,0,1,2,455,421,34,0,0,0,455,413,37,1,1,3,455,430,24,1,0,0,455,430,24,1,0,0,455,418,34,2,1,0,455,449,6,0,0,0,455,428,27,0,0,0,455,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2283,Jackson A Elem Language Acad,561,15,11,4,0,553,1,0,7,0,561,547,6,1,7,0,561,550,4,0,7,0,561,553,1,1,6,0,561,553,1,0,7,0,561,553,1,0,7,0,561,553,1,0,7,0,561,561,0,0,0,0,561,552,2,0,7,0,561,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2284,Jahn Elem School,467,19,14,5,0,453,7,2,1,4,467,454,6,2,1,4,467,463,3,0,0,1,467,453,7,3,1,3,467,462,2,1,1,1,467,462,2,1,1,1,467,458,3,3,1,2,467,466,0,0,0,1,467,461,2,1,1,2,467,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2285,Jamieson Elem School,832,72,64,8,0,817,12,3,0,0,832,819,12,1,0,0,832,789,43,0,0,0,832,819,12,1,0,0,832,825,6,1,0,0,832,825,6,1,0,0,832,812,12,5,1,2,832,832,0,0,0,0,832,818,9,5,0,0,832,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2287,Jenner Elem Academy of the Arts,316,50,35,15,0,298,14,1,2,1,316,294,17,1,2,2,316,297,19,0,0,0,316,295,15,3,2,1,316,298,13,2,2,1,316,298,13,2,2,1,316,297,14,2,2,1,316,313,3,0,0,0,316,300,13,0,2,1,316,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2288,Jensen Elem Scholastic Academy,344,125,87,38,0,304,40,0,0,0,344,302,42,0,0,0,344,314,30,0,0,0,344,304,40,0,0,0,344,333,11,0,0,0,344,333,11,0,0,0,344,319,25,0,0,0,344,343,1,0,0,0,344,330,14,0,0,0,344,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2289,Pilsen Elem Community Academy,482,48,39,9,0,466,15,0,0,1,482,465,17,0,0,0,482,466,16,0,0,0,482,463,14,4,1,0,482,471,11,0,0,0,482,471,11,0,0,0,482,467,13,1,0,1,482,476,6,0,0,0,482,470,12,0,0,0,482,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2290,Johnson Elem School,407,58,40,18,1,364,26,3,0,14,407,356,33,1,0,17,407,403,1,0,0,3,407,372,25,1,0,9,407,384,17,1,0,5,407,384,17,1,0,5,407,381,16,1,0,9,407,404,3,0,0,0,407,384,17,1,0,5,407,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2292,Jungman Elem School,272,39,30,9,0,260,12,0,0,0,272,262,10,0,0,0,272,258,14,0,0,0,272,261,10,0,0,1,272,265,7,0,0,0,272,265,7,0,0,0,272,262,10,0,0,0,272,268,4,0,0,0,272,265,7,0,0,0,272,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2293,Kellogg Elem School,266,18,12,6,0,262,2,1,1,0,266,260,3,1,2,0,266,259,7,0,0,0,266,260,4,1,1,0,266,265,1,0,0,0,266,265,1,0,0,0,266,261,3,0,2,0,266,266,0,0,0,0,266,265,1,0,0,0,266,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2294,Kershaw Elem School,258,2,2,0,6,256,0,0,0,2,258,254,1,1,0,2,258,257,1,0,0,0,258,254,0,2,0,2,258,257,0,0,0,1,258,257,0,0,0,1,258,256,0,1,0,1,258,258,0,0,0,0,258,256,0,0,0,2,258,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2295,Key Elem School,306,24,19,5,0,298,8,0,0,0,306,298,8,0,0,0,306,300,6,0,0,0,306,294,10,1,0,1,306,300,6,0,0,0,306,300,6,0,0,0,306,299,7,0,0,0,306,306,0,0,0,0,306,300,6,0,0,0,306,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2296,Kilmer Elem School,808,133,102,31,0,741,50,2,3,12,808,748,42,4,3,11,808,774,29,0,0,5,808,755,42,3,3,5,808,785,16,2,3,2,808,785,16,2,3,2,808,769,31,2,3,3,808,806,0,1,0,1,808,786,14,2,3,3,808,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2297,King Elem School,280,90,63,27,0,239,26,15,0,0,280,235,30,15,0,0,280,259,21,0,0,0,280,235,31,14,0,0,280,260,19,1,0,0,280,260,19,1,0,0,280,254,24,2,0,0,280,268,11,1,0,0,280,260,19,1,0,0,280,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2299,Kinzie Elem School,703,59,53,6,0,682,21,0,0,0,703,687,16,0,0,0,703,678,25,0,0,0,703,684,18,1,0,0,703,695,8,0,0,0,703,695,8,0,0,0,703,688,14,1,0,0,703,701,2,0,0,0,703,696,7,0,0,0,703,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2300,Kipling Elem School,426,61,55,6,0,409,12,1,4,0,426,406,15,1,4,0,426,393,32,1,0,0,426,406,15,1,4,0,426,416,5,1,4,0,426,416,5,1,4,0,426,409,12,1,4,0,426,426,0,0,0,0,426,415,6,1,4,0,426,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2301,Kohn Elem School,393,78,70,8,1,352,33,6,2,0,393,355,28,8,2,0,393,365,28,0,0,0,393,351,31,9,2,0,393,366,23,2,2,0,393,366,23,2,2,0,393,350,31,11,1,0,393,390,3,0,0,0,393,363,24,4,2,0,393,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2303,Lozano Elem Bilingual & Intl Ctr,305,28,22,6,0,289,12,3,0,1,305,285,12,7,0,1,305,299,6,0,0,0,305,294,9,1,0,1,305,299,5,0,0,1,305,299,5,0,0,1,305,298,5,1,0,1,305,303,2,0,0,0,305,299,5,0,0,1,305,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2304,Kozminski Elem Community Academy,373,54,33,21,22,348,20,3,0,2,373,349,22,1,0,1,373,362,10,0,0,1,373,351,20,1,0,1,373,356,16,1,0,0,373,356,16,1,0,0,373,351,17,3,1,1,373,366,7,0,0,0,373,356,16,1,0,0,373,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2305,Lafayette Elem School,471,24,15,9,0,464,7,0,0,0,471,464,7,0,0,0,471,461,9,0,0,1,471,465,6,0,0,0,471,466,5,0,0,0,471,466,5,0,0,0,471,464,6,1,0,0,471,471,0,0,0,0,471,466,5,0,0,0,471,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2306,LaSalle Elem Language Academy,570,16,15,1,1,564,1,2,3,0,570,561,0,5,4,0,570,553,11,3,3,0,570,564,2,1,3,0,570,567,0,0,3,0,570,567,0,0,3,0,570,563,1,2,4,0,570,570,0,0,0,0,570,567,0,0,3,0,570,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2309,Lawndale Elem Community Academy,483,100,72,28,0,439,41,1,0,2,483,441,38,1,0,3,483,458,25,0,0,0,483,445,37,1,0,0,483,461,22,0,0,0,483,461,22,0,0,0,483,450,29,3,0,1,483,476,7,0,0,0,483,460,23,0,0,0,483,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2311,Lewis Elem School,570,123,70,53,3,533,31,0,0,6,570,533,35,0,0,2,570,542,28,0,0,0,570,539,29,0,0,2,570,559,11,0,0,0,570,559,11,0,0,0,570,543,23,2,0,2,570,567,2,0,0,1,570,557,11,0,0,2,570,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2313,Libby Elem School,547,34,32,2,0,536,4,0,0,7,547,532,7,0,0,8,547,523,23,0,0,1,547,535,4,1,0,7,547,540,2,0,0,5,547,540,2,0,0,5,547,532,6,3,0,6,547,544,0,0,0,3,547,537,4,1,0,5,547,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2314,Lincoln Elem School,783,6,5,1,0,771,1,2,8,1,783,771,0,2,9,1,783,774,3,0,2,4,783,768,1,2,9,3,783,775,0,0,8,0,783,775,0,0,8,0,783,766,2,6,8,1,783,783,0,0,0,0,783,775,0,0,8,0,783,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2315,Linne Elem School,685,70,60,10,0,668,17,0,0,0,685,665,20,0,0,0,685,651,34,0,0,0,685,671,14,0,0,0,685,672,13,0,0,0,685,672,13,0,0,0,685,668,17,0,0,0,685,683,2,0,0,0,685,672,13,0,0,0,685,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2316,Lloyd Elem School,1290,105,80,25,0,1252,36,0,0,2,1290,1251,38,0,0,1,1290,1290,0,0,0,0,1290,1249,39,0,0,2,1290,1271,19,0,0,0,1290,1271,19,0,0,0,1290,1251,38,0,0,1,1290,1281,9,0,0,0,1290,1272,18,0,0,0,1290,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2317,Locke  J Elem School,1313,203,152,51,0,1252,60,0,0,1,1313,1245,66,0,0,2,1313,1244,69,0,0,0,1313,1253,60,0,0,0,1313,1270,43,0,0,0,1313,1270,43,0,0,0,1313,1257,52,2,0,2,1313,1301,12,0,0,0,1313,1267,46,0,0,0,1313,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2319,Lovett Elem School,484,42,32,10,0,473,10,0,1,0,484,474,9,0,1,0,484,469,14,0,1,0,484,475,8,0,1,0,484,480,3,0,1,0,484,480,3,0,1,0,484,471,11,1,1,0,484,484,0,0,0,0,484,480,3,0,1,0,484,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2321,Lowell Elem School,573,71,67,4,0,544,26,3,0,0,573,541,28,4,0,0,573,550,23,0,0,0,573,552,19,2,0,0,573,565,8,0,0,0,573,565,8,0,0,0,573,548,21,4,0,0,573,572,1,0,0,0,573,564,8,1,0,0,573,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2322,Lawrence Elem School,388,118,104,14,0,331,56,1,0,0,388,332,53,3,0,0,388,349,39,0,0,0,388,337,50,1,0,0,388,349,39,0,0,0,388,349,39,0,0,0,388,343,43,2,0,0,388,377,11,0,0,0,388,345,43,0,0,0,388,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2323,Lyon Elem School,1403,91,63,28,0,1372,28,1,0,2,1403,1370,29,1,0,3,1403,1380,23,0,0,0,1403,1377,26,0,0,0,1403,1392,11,0,0,0,1403,1392,11,0,0,0,1403,1381,20,1,1,0,1403,1403,0,0,0,0,1403,1391,12,0,0,0,1403,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2324,Madison Elem School,282,44,35,9,0,262,20,0,0,0,282,261,20,0,0,1,282,271,11,0,0,0,282,264,17,1,0,0,282,266,16,0,0,0,282,266,16,0,0,0,282,263,18,0,1,0,282,277,5,0,0,0,282,267,15,0,0,0,282,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2326,Manierre Elem School,363,84,72,12,0,332,31,0,0,0,363,329,33,1,0,0,363,335,28,0,0,0,363,335,28,0,0,0,363,354,9,0,0,0,363,354,9,0,0,0,363,347,16,0,0,0,363,360,3,0,0,0,363,354,9,0,0,0,363,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2328,Mann Elem School,443,46,36,10,0,429,12,1,1,0,443,427,14,1,1,0,443,430,13,0,0,0,443,432,8,2,1,0,443,441,1,0,1,0,443,441,1,0,1,0,443,431,10,0,1,1,443,443,0,0,0,0,443,439,3,0,1,0,443,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2329,Marconi Elem Community Academy,225,31,24,7,27,213,10,1,0,1,225,209,13,1,0,2,225,220,5,0,0,0,225,214,8,3,0,0,225,221,4,0,0,0,225,221,4,0,0,0,225,213,9,3,0,0,225,225,0,0,0,0,225,219,6,0,0,0,225,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2330,Marquette Elem School,1331,387,302,85,0,1158,169,2,0,2,1331,1149,176,2,0,4,1331,1224,107,0,0,0,1331,1171,155,3,0,2,1331,1210,118,2,0,1,1331,1210,118,2,0,1,1331,1177,147,3,0,4,1331,1297,34,0,0,0,1331,1205,122,2,1,1,1331,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2331,Marsh Elem School,855,172,143,29,0,770,81,3,1,0,855,776,75,3,1,0,855,809,46,0,0,0,855,763,70,21,1,0,855,798,55,2,0,0,855,798,55,2,0,0,855,783,65,7,0,0,855,812,43,0,0,0,855,799,55,1,0,0,855,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2334,Mason Elem School,486,37,31,6,0,470,15,0,0,1,486,470,13,1,0,2,486,473,13,0,0,0,486,474,12,0,0,0,486,481,5,0,0,0,486,481,5,0,0,0,486,475,10,1,0,0,486,486,0,0,0,0,486,482,4,0,0,0,486,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2336,May Elem Community Academy,465,64,51,13,0,449,16,0,0,0,465,447,18,0,0,0,465,438,26,0,0,1,465,447,16,2,0,0,465,462,3,0,0,0,465,462,3,0,0,0,465,457,8,0,0,0,465,463,2,0,0,0,465,460,5,0,0,0,465,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2337,Mayer Elem School,597,146,136,10,0,507,82,3,4,1,597,509,81,3,4,0,597,564,33,0,0,0,597,499,87,7,4,0,597,541,49,3,4,0,597,541,49,3,4,0,597,528,59,7,3,0,597,566,30,0,1,0,597,537,52,4,4,0,597,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2338,Mayo Elem School,413,41,30,11,0,400,11,1,0,1,413,393,18,1,0,1,413,407,6,0,0,0,413,402,9,1,0,1,413,407,4,1,0,1,413,407,4,1,0,1,413,405,6,1,0,1,413,411,2,0,0,0,413,408,3,1,0,1,413,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2339,McClellan Elem School,270,40,33,7,0,253,17,0,0,0,270,258,12,0,0,0,270,259,11,0,0,0,270,255,13,1,1,0,270,266,4,0,0,0,270,266,4,0,0,0,270,262,7,1,0,0,270,268,2,0,0,0,270,266,4,0,0,0,270,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2341,McCormick Elem School,870,96,74,22,0,820,50,0,0,0,870,816,54,0,0,0,870,870,0,0,0,0,870,827,42,1,0,0,870,844,26,0,0,0,870,844,26,0,0,0,870,832,38,0,0,0,870,857,13,0,0,0,870,843,27,0,0,0,870,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2344,McCutcheon Elem School,372,35,27,8,0,339,15,1,1,16,372,341,12,1,1,17,372,358,9,0,0,5,372,342,15,2,1,12,372,354,8,0,1,9,372,354,8,0,1,9,372,349,9,3,1,10,372,369,1,0,0,2,372,354,7,1,1,9,372,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2345,McDade Elem Classical School,196,3,1,2,0,194,0,1,1,0,196,194,0,1,1,0,196,194,1,0,0,1,196,193,0,2,1,0,196,195,0,0,1,0,196,195,0,0,1,0,196,194,0,1,1,0,196,196,0,0,0,0,196,194,0,1,1,0,196,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2346,McKay Elem School,834,65,56,9,0,587,43,3,2,199,834,578,43,2,3,208,834,829,4,1,0,0,834,593,41,2,1,197,834,638,35,2,1,158,834,638,35,2,1,158,834,623,36,3,3,169,834,742,20,0,0,72,834,630,36,2,2,164,834,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2349,McPherson Elem School,696,45,39,6,0,683,12,1,0,0,696,679,15,1,0,1,696,676,20,0,0,0,696,680,14,2,0,0,696,686,10,0,0,0,696,686,10,0,0,0,696,685,10,1,0,0,696,696,0,0,0,0,696,686,10,0,0,0,696,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2352,Melody Elem School,287,87,76,11,1,242,45,0,0,0,287,242,45,0,0,0,287,271,16,0,0,0,287,245,42,0,0,0,287,266,21,0,0,0,287,266,21,0,0,0,287,253,33,1,0,0,287,273,14,0,0,0,287,268,19,0,0,0,287,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2353,Mitchell Elem School,346,41,31,10,0,333,11,1,0,1,346,332,12,0,0,2,346,333,12,0,0,1,346,337,7,0,0,2,346,341,5,0,0,0,346,341,5,0,0,0,346,335,11,0,0,0,346,343,3,0,0,0,346,339,7,0,0,0,346,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2354,Mollison Elem School,230,60,52,8,0,203,27,0,0,0,230,205,25,0,0,0,230,216,14,0,0,0,230,206,24,0,0,0,230,220,10,0,0,0,230,220,10,0,0,0,230,209,21,0,0,0,230,230,0,0,0,0,230,219,11,0,0,0,230,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2355,Monroe Elem School,1117,92,76,16,0,1091,25,0,0,1,1117,1085,31,0,0,1,1117,1080,37,0,0,0,1117,1092,25,0,0,0,1117,1102,15,0,0,0,1117,1102,15,0,0,0,1117,1095,21,1,0,0,1117,1113,4,0,0,0,1117,1102,15,0,0,0,1117,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2356,Moos Elem School,436,48,43,5,0,424,12,0,0,0,436,417,19,0,0,0,436,415,21,0,0,0,436,424,12,0,0,0,436,427,9,0,0,0,436,427,9,0,0,0,436,426,10,0,0,0,436,430,6,0,0,0,436,426,10,0,0,0,436,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2357,Morrill Elem Math & Sci School,831,41,33,8,0,820,10,0,0,1,831,817,13,0,0,1,831,814,17,0,0,0,831,821,8,1,0,1,831,829,2,0,0,0,831,829,2,0,0,0,831,825,3,2,0,1,831,830,0,1,0,0,831,829,2,0,0,0,831,15,016
Cook_City_of_Chicago,15,016,15016,15-016-2990-25-2358,Inter-American Elem Magnet School,683,48,35,13,0,665,11,3,3,1,683,666,8,5,3,1,683,665,18,0,0,0,683,664,5,9,3,2,683,678,1,1,3,0,683,678,1,1,3,0,683,656,8,9,4,6,683,682,0,0,1,0,683,674,2,4,3,0,683,15,016
