County_Name,Region,County,region_county_code,Region-County-District-Type-School (RCDTS) ,District,Facility,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %,region_county_code
Cook_South,07,016,07016,070161570022001,Hoover-Schrum Memorial SD 157,Hoover Elem School,628,0,0,0,1,63,1,0,0,0,0,63,1,0.984375,07016
Cook_South,07,016,07016,070161580023001,Lansing SD 158,Lester Crawl Primary Ctr,98,0,0,0,1,70,2,0,1,0,0,70,3,0.958904109589041,07016
Cook_South,07,016,07016,070161590022005,ESD 159,Woodgate Elem School,342,5,5,3,0.9707602339181287,127,0,0,0,0,0,127,0,1,07016
Cook_South,07,016,07016,070161600022003,Country Club Hills SD 160,Zenon J Sykuta  School,493,9,1,8,0.9797160243407709,31,0,0,0,0,0,31,0,1,07016
Cook_South,07,016,07016,070161610022006,Flossmoor SD 161,Serena Hills Elem School,373,8,0,8,0.9785522788203754,27,0,0,0,0,3,27,3,0.9,07016
Cook_South,07,016,07016,070161610022007,Flossmoor SD 161,Western Avenue Elem School,474,5,0,5,0.989451476793249,18,0,0,0,0,0,18,0,1,07016
Cook_South,07,016,07016,070161620022010,Matteson ESD 162,Richton Square School,263,36,13,49,0.8136882129277566,125,0,0,0,0,11,125,11,0.9191176470588235,07016
Cook_South,07,016,07016,070161630023001,Park Forest SD 163,Algonquin Primary Center,169,1,0,1,0.9940828402366865,167,1,0,0,0,1,167,2,0.9881656804733728,07016
Cook_South,07,016,07016,07016163X060000,Nonpublic School,St John Lutheran,132,0,0,0,1,13,0,0,0,0,0,13,0,1,07016
Cook_South,07,016,07016,07016164X060000,Nonpublic School,Trinity Ev Lutheran,292,0,0,0,1,33,0,0,0,0,0,33,0,1,07016
Cook_South,07,016,07016,070161670022003,Brookwood SD 167,Longwood Elem School,374,10,0,10,0.9732620320855615,61,1,0,3,0,6,61,10,0.8591549295774648,07016
Cook_South,07,016,07016,070161690022002,Ford Heights SD 169,Medgar Evers Primary Academic Center,289,1,2,3,0.9896193771626298,62,0,0,0,0,0,62,0,1,07016
Cook_South,07,016,07016,070161700023001,Chicago Heights SD 170,Highland School,196,0,4,0,0.9795918367346939,191,2,0,3,0,0,191,5,0.9744897959183674,07016
Cook_South,07,016,07016,070161710022001,Sunnybrook SD 171,Nathan Hale Elem School,534,8,0,8,0.9850187265917604,11,0,0,0,0,0,11,0,1,07016
Cook_South,07,016,07016,070161720022001,Sandridge SD 172,Sandridge Elem School,406,0,0,0,1,4,0,0,3,0,0,4,3,0.5714285714285714,07016
Cook_South,07,016,07016,07016173X060000,Nonpublic School,Gloria Dei Lutheran,65,0,0,0,1,8,0,0,0,0,0,8,0,1,07016
Cook_South,07,016,07016,070161940022005,Steger SD 194,Saukview Elem School,304,1,0,1,0.9967105263157895,40,0,0,0,0,0,40,0,1,07016
Cook_South,07,016,07016,07016209X030000,Nonpublic School,Southwest Chicago Christian Sch,230,0,0,0,1,19,1,0,0,0,0,19,1,0.95,07016
Cook_South,07,016,07016,07016214P003101,Early Childhood,Successful Beginnings Learning Center,24,0,0,0,1,24,0,0,0,0,0,24,0,1,07016
Cook_South,07,016,07016,07016214X030000,Nonpublic School,Calvin Christian School,236,3,0,0,0.9872881355932204,30,0,0,0,0,0,30,0,1,07016
Cook_South,07,016,07016,07016216X030000,Nonpublic School,Lansing Christian School,236,15,0,0,0.9364406779661018,8,1,0,1,0,7,8,9,0.47058823529411764,07016
Cook_South,07,016,07016,070162200170001,Reavis Twp HSD 220,Reavis High School,1890,4,0,4,0.9978835978835978,23,1,0,0,0,0,23,1,0.9583333333333334,07016
Cook_South,07,016,07016,07016254X010000,Nonpublic School,Beacon Hill Prep Academy,120,0,0,0,1,16,0,0,8,0,0,16,8,0.6666666666666666,07016
Cook_South,07,016,07016,07016268X100000,Nonpublic School,Our Lady of the Ridge,183,0,0,0,1,12,0,0,0,0,0,12,0,1,07016
Cook_South,07,016,07016,07016286P003101,Early Childhood,Bright Start Child Care And Preschool,38,0,0,0,1,38,0,0,0,0,0,38,0,1,07016
Cook_South,07,016,07016,07016286X100000,Nonpublic School,St Benedict,187,0,0,0,1,23,0,0,0,0,0,23,0,1,07016
Cook_South,07,016,07016,07016290X100000,Nonpublic School,St George School,199,0,0,0,1,20,0,0,0,0,0,20,0,1,07016
Cook_South,07,016,07016,07016291X100000,Nonpublic School,St Joseph,203,18,4,4,0.8916256157635468,29,0,1,1,0,2,29,4,0.8787878787878788,07016
Cook_South,07,016,07016,07016293P003101,Early Childhood,Sandbox Learning Center,36,0,0,0,1,36,0,0,0,0,0,36,0,1,07016
Cook_South,07,016,07016,07016337X250000,Nonpublic School,Christian Hills Church School,197,8,0,0,0.9593908629441624,35,1,0,0,0,1,35,2,0.9459459459459459,07016
Cook_South,07,016,07016,07016362X100000,Nonpublic School,St Daniel the Prophet School,686,0,0,0,1,58,1,0,0,0,0,58,1,0.9830508474576272,07016
Cook_South,07,016,07016,07016376X100000,Nonpublic School,St Florian,100,0,0,0,1,13,0,0,0,0,0,13,0,1,07016
Cook_South,07,016,07016,07016426X010000,Nonpublic School,Bobbie Noonans Child Care,112,0,0,0,1,98,0,0,0,0,0,98,0,1,07016
Cook_South,07,016,07016,07016427X010000,Nonpublic School,Bobbie Noonans Child Care,101,0,0,0,1,82,0,0,0,0,0,82,0,1,07016
Cook_South,07,016,07016,07016428X160000,Nonpublic School,Hello Montessori Presch & Kinder,23,1,0,0,0.9565217391304348,18,1,0,0,0,0,18,1,0.9473684210526315,07016
Cook_South,07,016,07016,07016429X010000,Nonpublic School,Bobbie Noonans Child Care,54,0,0,0,1,44,0,0,0,0,0,44,0,1,07016
Cook_South,07,016,07016,07016446X010000,Nonpublic School,Bobbie Noonans Child Care,52,0,0,0,1,51,0,1,0,0,0,51,1,0.9807692307692307,07016
Cook_South,07,016,07016,07016455X100000,Nonpublic School,Christ Our Savior Catholic School,240,97,17,0,0.525,11,0,0,0,0,13,11,13,0.4583333333333333,07016
Cook_South,07,016,07016,07016466X100000,Nonpublic School,St Jane De Chantal School,263,0,2,0,0.9923954372623573,40,0,0,1,0,0,40,1,0.975609756097561,07016
Cook_South,07,016,07016,07016475X100000,Nonpublic School,St Damian School,380,0,0,0,1,47,0,0,0,0,0,47,0,1,07016
Cook_South,07,016,07016,07016476X100000,Nonpublic School,St Albert the Great School,200,2,0,1,0.99,38,0,0,0,0,0,38,0,1,07016
Cook_South,07,016,07016,07016477X100000,Nonpublic School,St Catherine of Alexandria,425,0,0,0,1,60,0,0,5,0,0,60,5,0.9230769230769231,07016
Cook_South,07,016,07016,07016478X100000,Nonpublic School,St Germaine School,333,3,1,0,0.987987987987988,37,0,0,2,0,0,37,2,0.9487179487179487,07016
Cook_South,07,016,07016,07016480X100000,Nonpublic School,St Linus School,362,0,0,0,1,68,0,1,0,0,0,68,1,0.9855072463768116,07016
Cook_South,07,016,07016,07016481X100000,Nonpublic School,St Louis De Montfort School,198,0,0,0,1,35,0,0,3,0,0,35,3,0.9210526315789473,07016
Cook_South,07,016,07016,07016486X100000,Nonpublic School,St Michael School,613,0,0,0,1,96,1,0,0,0,0,96,1,0.9896907216494846,07016
Cook_South,07,016,07016,07016488X100000,Nonpublic School,St Ann School,193,0,0,0,1,22,0,0,0,0,0,22,0,1,07016
Cook_South,07,016,07016,07016490X100000,Nonpublic School,St Cyril & Methodius,361,0,0,0,1,22,0,0,0,0,0,22,0,1,07016
Cook_South,07,016,07016,07016491X100000,Nonpublic School,St Alphonsus - St Patrick,230,0,0,0,1,14,0,0,0,0,0,14,0,1,07016
Cook_South,07,016,07016,07016509X100000,Nonpublic School,Infant Jesus of Prague,302,0,0,0,1,24,1,0,0,0,0,24,1,0.96,07016
Cook_South,07,016,07016,070165150513101,Early Childhood,Prarie State College Childrens Learning Center,34,0,0,0,1,34,0,0,0,0,0,34,0,1,07016
Cook_South,07,016,07016,07016519X100000,Nonpublic School,St Patricia School,196,0,0,0,1,24,0,1,0,0,0,24,1,0.96,07016
Cook_South,07,016,07016,07016525X100000,Nonpublic School,St Joseph School,136,0,0,0,1,23,0,0,0,0,0,23,0,1,07016
Cook_South,07,016,07016,07016541X100000,Nonpublic School,St Symphorosa School,218,0,0,0,1,22,0,0,0,2,0,22,2,0.9166666666666666,07016
Cook_South,07,016,07016,07016551X100000,Nonpublic School,St Alexander School,247,0,0,0,1,34,0,0,0,0,0,34,0,1,07016
Cook_South,07,016,07016,07016552X100000,Nonpublic School,Incarnation School,198,0,0,0,1,23,1,0,0,0,0,23,1,0.9583333333333334,07016
Cook_South,07,016,07016,07016560X100000,Nonpublic School,Most Holy Redeemer School,393,0,0,0,1,49,0,1,0,0,0,49,1,0.98,07016
Cook_South,07,016,07016,07016577X100000,Nonpublic School,Cardinal J Bernardin Catholic Sch,655,0,0,0,1,84,1,0,0,0,0,84,1,0.9882352941176471,07016
Cook_South,07,016,07016,07016582X100000,Nonpublic School,Our Lady of the Snows School,196,0,0,0,1,34,0,0,0,0,0,34,0,1,07016
Cook_South,07,016,07016,07016589Z270000,Nonpublic School,Homewood Community Academy,90,20,0,0,0.7777777777777777,10,0,1,0,0,9,10,10,0.5,07016
Cook_South,07,016,07016,07016609X100000,Nonpublic School,St Rene Goupil,163,0,0,0,1,24,0,0,0,0,0,24,0,1,07016
Cook_South,07,016,07016,07016629Z200000,Nonpublic School,Southside Baptist School,98,6,0,0,0.9387755102040817,8,1,0,0,0,0,8,1,0.8888888888888888,07016
Cook_South,07,016,07016,07016641X100000,Nonpublic School,St Agnes School,225,3,0,0,0.9866666666666667,19,0,0,1,0,1,19,2,0.9047619047619048,07016
Cook_South,07,016,07016,07016654X100000,Nonpublic School,St Gerald School,385,0,0,0,1,67,0,0,8,0,0,67,8,0.8933333333333333,07016
Cook_South,07,016,07016,07016683X170000,Nonpublic School,Koraes Elementary School,152,0,0,0,1,25,3,0,1,0,0,25,4,0.8620689655172413,07016
Cook_South,07,016,07016,07016710P003101,Early Childhood,TLC Learning Center,40,0,0,0,1,40,0,0,0,0,0,40,0,1,07016
Cook_South,07,016,07016,07016729Z230000,Nonpublic School,Aqsa School,235,0,0,0,1,10,0,0,0,0,0,10,0,1,07016
Cook_South,07,016,07016,07016739X100000,Nonpublic School,St Christopher School,181,1,0,0,0.994475138121547,28,0,0,0,0,0,28,0,1,07016
Cook_South,07,016,07016,07016751Z020000,Nonpublic School,New Covenant Christian Academy,34,0,0,0,1,2,0,0,0,0,0,2,0,1,07016
Cook_South,07,016,07016,07016768P003101,Early Childhood,Tiny Town of Lansing Nursery Sch Inc,49,8,1,0,0.8163265306122449,40,0,0,0,1,8,40,9,0.8163265306122449,07016
Cook_South,07,016,07016,07016790X160000,Nonpublic School,Montessori Elem School Southwest,115,13,0,0,0.8869565217391305,26,2,1,0,0,0,26,3,0.896551724137931,07016
Cook_South,07,016,07016,07016814X260000,Nonpublic School,New Life C C Academy,33,0,0,0,1,5,0,0,0,0,0,5,0,1,07016
Cook_South,07,016,07016,07016833Z230000,Nonpublic School,Universal School,644,4,0,1,0.9937888198757765,28,0,0,0,0,0,28,0,1,07016
Cook_South,07,016,07016,07016840X160000,Nonpublic School,Oak Lawn Montessori School,20,0,0,0,1,18,0,0,0,0,0,18,0,1,07016
Cook_South,07,016,07016,07016889X160000,Nonpublic School,Southwest Suburban Montessori Sch,101,0,0,0,1,73,4,0,0,0,0,73,4,0.948051948051948,07016
Cook_South,07,016,07016,07016983X100000,Nonpublic School,Everest Academy Lemont,268,0,0,0,1,43,1,0,1,0,0,43,2,0.9555555555555556,07016
Cook_South,07,016,07016,07016991X160000,Nonpublic School,Misol Montessori Pre-Sch,32,0,0,0,1,15,1,0,0,0,0,15,1,0.9375,07016
,,,08000,080000000003101,Early Childhood,Amity Learning Center,36,0,0,0,1,36,0,0,0,0,0,36,0,1,08000
Carroll,08,008,08008,080083080262003,Eastland CUSD 308,Eastland Elementary School,340,0,0,0,1,46,0,0,2,0,0,46,2,0.9583333333333334,08008
Carroll,08,008,08008,080083140262002,West Carroll CUSD 314,West Carroll Primary,501,0,0,0,1,89,1,0,1,0,0,89,2,0.978021978021978,08008
Carroll,08,008,08008,080083990262001,Chadwick-Milledgeville CUSD 399,Chadwick Elem School,70,0,0,0,1,6,0,0,0,0,0,6,0,1,08008
Carroll,08,008,08008,080083990262002,Chadwick-Milledgeville CUSD 399,Milledgeville Elem School,161,0,0,0,1,38,1,0,1,0,0,38,2,0.95,08008
Jo Daviess,08,043,08043,08043001X100000,Nonpublic School,St Marys School,70,0,3,0,0.9571428571428571,6,0,0,0,0,0,6,0,1,08043
Jo Daviess,08,043,08043,08043008Z260000,Nonpublic School,Tri-State Christian School,116,0,0,0,1,3,3,0,0,0,0,3,3,0.5,08043
Jo Daviess,08,043,08043,080431190222002,East Dubuque USD 119,East Dubuque Elem School,395,7,2,9,0.9772151898734177,60,1,0,0,0,2,60,3,0.9523809523809523,08043
Jo Daviess,08,043,08043,080431200222002,Galena USD 120,Galena Primary School,334,0,0,0,1,37,1,0,0,0,0,37,1,0.9736842105263158,08043
Jo Daviess,08,043,08043,080432050262002,Warren CUSD 205,Warren Elementary School,189,16,7,0,0.8783068783068784,17,0,0,0,0,1,17,1,0.9444444444444444,08043
Jo Daviess,08,043,08043,080432060262002,Stockton CUSD 206,Stockton Elem School,267,4,0,0,0.9850187265917604,65,4,0,0,0,1,65,5,0.9285714285714286,08043
Jo Daviess,08,043,08043,080432100262003,River Ridge CUSD 210,River Ridge Elementary School,254,13,4,0,0.9330708661417323,46,0,0,0,0,0,46,0,1,08043
Jo Daviess,08,043,08043,080432110262001,Scales Mound CUSD 211,Scales Mound Elem School,134,0,1,0,0.9925373134328358,30,1,1,0,0,0,30,2,0.9375,08043
Stephenson,08,089,08089,08089002X060000,Nonpublic School,Immanuel Lutheran School,145,0,0,0,1,19,0,0,0,0,0,19,0,1,08089
Stephenson,08,089,08089,08089004X100000,Nonpublic School,Aquin Elementary Campus,49,2,0,0,0.9591836734693878,12,1,0,0,0,0,12,1,0.9230769230769231,08089
Stephenson,08,089,08089,08089010X260000,Nonpublic School,Tri-County Christian School,140,0,0,0,1,16,1,0,0,0,0,16,1,0.9411764705882353,08089
Stephenson,08,089,08089,080891450222003,Freeport SD 145,Blackhawk Elem School,308,13,0,13,0.9577922077922079,15,0,0,0,0,0,15,0,1,08089
Stephenson,08,089,08089,080891450222004,Freeport SD 145,Center Elem School,305,8,1,8,0.9704918032786886,41,0,0,0,0,2,41,2,0.9534883720930233,08089
Stephenson,08,089,08089,080891450222005,Freeport SD 145,Lincoln-Douglas Elementary School,217,1,4,0,0.9769585253456221,26,0,0,0,0,0,26,0,1,08089
Stephenson,08,089,08089,080891450222006,Freeport SD 145,Empire Elem School,273,0,0,0,1,22,0,0,0,0,0,22,0,1,08089
Stephenson,08,089,08089,080891450222012,Freeport SD 145,Taylor Park Elem School,245,7,6,7,0.9469387755102041,20,1,0,0,0,0,20,1,0.9523809523809523,08089
Stephenson,08,089,08089,080892000262001,Pearl City CUSD 200,Pearl City Elementary School,251,0,0,0,1,21,2,0,0,0,0,21,2,0.9130434782608695,08089
Stephenson,08,089,08089,080892010262003,Dakota CUSD 201,Dakota Elementary School,456,1,0,1,0.9978070175438596,25,1,0,0,0,0,25,1,0.9615384615384616,08089
Stephenson,08,089,08089,080892020262003,Lena Winslow CUSD 202,Lena Elem School,419,7,0,0,0.9832935560859188,53,0,0,0,0,1,53,1,0.9814814814814815,08089
Stephenson,08,089,08089,080892030262003,Orangeville CUSD 203,Orangeville Elem School,200,0,0,0,1,21,0,0,0,0,0,21,0,1,08089
Champaign,09,010,09010,09010001X100000,Nonpublic School,Holy Cross School,299,29,2,0,0.8963210702341138,17,0,0,0,0,0,17,0,1,09010
Champaign,09,010,09010,09010002X100000,Nonpublic School,St Malachy,151,0,0,0,1,22,1,1,1,0,0,22,3,0.88,09010
Champaign,09,010,09010,090100030262005,Mahomet-Seymour CUSD 3,Middletown Early Childhood Ctr,289,3,4,0,0.9757785467128028,66,0,0,3,0,0,66,3,0.9565217391304348,09010
Champaign,09,010,09010,090100040263016,Champaign CUSD 4,Champaign Early Chldhd Cntr,290,2,0,2,0.993103448275862,280,0,0,8,0,2,280,10,0.9655172413793104,09010
Champaign,09,010,09010,09010004X100000,Nonpublic School,St Thomas School,124,0,0,0,1,32,0,0,0,0,0,32,0,1,09010
Champaign,09,010,09010,090100070262007,Tolono CUSD 7,Unity East,306,0,0,0,1,31,0,0,0,0,0,31,0,1,09010
Champaign,09,010,09010,09010013Z260000,Nonpublic School,Judah Christian School,543,25,3,0,0.9484346224677717,83,0,0,0,0,0,83,0,1,09010
Champaign,09,010,09010,09010014X060000,Nonpublic School,St John Lutheran School,86,0,0,0,1,31,0,0,1,0,0,31,1,0.96875,09010
Champaign,09,010,09010,09010024X010000,Nonpublic School,University Primary School,88,5,2,0,0.9204545454545455,25,3,0,0,0,0,25,3,0.8928571428571429,09010
Champaign,09,010,09010,09010028X160000,Nonpublic School,Montessori Sch Champaign-Urbana,125,32,0,0,0.7440000000000001,67,0,0,0,0,23,67,23,0.7444444444444445,09010
Champaign,09,010,09010,09010034X260000,Nonpublic School,Canaan Academy,57,0,0,0,1,19,0,0,0,0,0,19,0,1,09010
Champaign,09,010,09010,09010043P003101,Early Childhood,Champaign Head Start,38,1,0,0,0.9736842105263158,35,0,0,0,3,0,35,3,0.9210526315789473,09010
Champaign,09,010,09010,09010043P003102,Early Childhood,Urbana Head Start,45,1,0,0,0.9777777777777777,42,0,1,0,2,0,42,3,0.9333333333333333,09010
Champaign,09,010,09010,09010043P003103,Early Childhood,Rantoul Head Start,108,4,0,0,0.9629629629629629,104,0,0,0,3,1,104,4,0.9629629629629629,09010
Champaign,09,010,09010,09010043P003104,Early Childhood,Savoy Head Start,160,9,0,0,0.94375,153,0,0,0,7,0,153,7,0.95625,09010
Champaign,09,010,09010,090101160223002,Urbana SD 116,Urbana Early Childhood Ctr,322,0,0,0,1,322,0,0,0,0,0,322,0,1,09010
Ford,09,027,09027,090270050262004,Gibson City-Melvin-Sibley CUSD 5,GCMS Elementary School,465,0,0,0,1,18,0,0,0,0,0,18,0,1,09027
Ford,09,027,09027,090270100262004,Paxton-Buckley-Loda CUD 10,Clara Peterson Elem School,311,0,0,0,1,46,0,0,2,0,0,46,2,0.9583333333333334,09027
Christian,10,011,10011,10011001X100000,Nonpublic School,Sacred Heart,162,0,0,0,1,40,0,0,0,0,0,40,0,1,10011
Christian,10,011,10011,10011003Z020000,Nonpublic School,First Baptist Christian Academy,55,0,0,0,1,14,1,0,0,0,0,14,1,0.9333333333333333,10011
Christian,10,011,10011,100110040262001,Edinburg CUSD 4,Edinburg Elem School,161,0,0,0,1,28,0,0,0,0,0,28,0,1,10011
Christian,10,011,10011,10011007X260000,Nonpublic School,Visionway Christian School,216,0,0,0,1,46,0,0,0,0,0,46,0,1,10011
Christian,10,011,10011,100110140242001,South Fork SD 14,South Fork Elementary School,188,0,0,0,1,40,0,0,0,0,0,40,0,1,10011
Montgomery,10,068,10068,100680020262003,Panhandle CUSD 2,Farmersville Elem School,112,1,0,0,0.9910714285714286,38,0,0,0,0,0,38,0,1,10068
Montgomery,10,068,10068,10068002X100000,Nonpublic School,St Louis Catholic School,88,0,0,0,1,10,0,0,0,0,0,10,0,1,10068
Montgomery,10,068,10068,100680030262006,Hillsboro CUSD 3,Coffeen Elem School,289,0,0,0,1,159,0,0,0,0,0,159,0,1,10068
Montgomery,10,068,10068,10068005X060000,Nonpublic School,Zion Lutheran School,130,0,0,0,1,29,0,0,1,0,0,29,1,0.9666666666666667,10068
Montgomery,10,068,10068,100680120263001,Litchfield CUSD 12,Litchfield Prekindergarten,104,0,0,0,1,102,0,0,2,0,0,102,2,0.9807692307692307,10068
Montgomery,10,068,10068,100680220262003,Nokomis CUSD 22,North Elem School,327,0,0,0,1,69,0,0,0,0,0,69,0,1,10068
Clark,11,012,11012,11012002C262005,Marshall CUSD 2C,South Elem School,313,1,0,0,0.9968051118210863,28,0,0,0,0,0,28,0,1,11012
Clark,11,012,11012,11012003C262005,Martinsville CUSD 3C,Martinsville Elem School,234,0,0,0,1,28,0,0,0,0,0,28,0,1,11012
Clark,11,012,11012,11012004C262003,Casey-Westfield CUSD 4C,Monroe Elem School,474,0,2,2,0.9957805907172995,20,0,0,0,0,0,20,0,1,11012
Coles,11,015,11015,110150010262004,Charleston CUSD 1,Jefferson Elem School,626,3,2,3,0.9920127795527157,5,0,0,0,0,0,5,0,1,11015
Coles,11,015,11015,110150010262006,Charleston CUSD 1,Mark Twain Elem School,210,1,0,1,0.9952380952380953,31,0,0,0,2,0,31,2,0.9393939393939394,11015
Coles,11,015,11015,110150020263010,Mattoon CUSD 2,Neil Armstrong Program/Hawthorne,110,12,2,0,0.8727272727272728,110,0,0,0,0,0,110,0,1,11015
Coles,11,015,11015,11015003X100000,Nonpublic School,St Mary School,97,0,0,0,1,37,0,0,0,0,0,37,0,1,11015
Coles,11,015,11015,110150050262001,Oakland CUSD 5,Lake Crest Elem School,197,1,0,0,0.9949238578680203,14,0,0,0,0,0,14,0,1,11015
Coles,11,015,11015,11015022X060000,Nonpublic School,St Johns Lutheran Parochial Sch,223,0,0,0,1,57,2,0,0,0,0,57,2,0.9661016949152542,11015
Coles,11,015,11015,11015026X260000,Nonpublic School,Charleston Christian Acad Elem,39,0,0,0,1,4,0,0,0,0,0,4,0,1,11015
Cumberland,11,018,11018,110180030262002,Neoga CUSD 3,Neoga Elem School,236,0,0,0,1,54,0,0,0,0,0,54,0,1,11018
Cumberland,11,018,11018,110180770262003,Cumberland CUSD 77,Cumberland Elem School,404,4,0,4,0.9900990099009902,19,0,0,0,0,0,19,0,1,11018
Douglas,11,021,11021,110213010262002,Tuscola CUSD 301,North Ward Elementary School,392,0,0,0,1,21,0,0,0,0,0,21,0,1,11021
Douglas,11,021,11021,110213020262001,Villa Grove CUSD 302,Villa Grove Elem School,379,3,2,1,0.9868073878627969,10,0,0,0,0,0,10,0,1,11021
Douglas,11,021,11021,110213050262003,Arthur CUSD 305,Arthur Grade School,444,0,0,0,1,47,3,0,0,0,0,47,3,0.94,11021
Douglas,11,021,11021,110213050262004,Arthur CUSD 305,Lovington Grade School,228,0,0,0,1,22,0,0,0,0,0,22,0,1,11021
Douglas,11,021,11021,110213050262005,Arthur CUSD 305,Atwood-Hammond Grade School,297,0,0,0,1,32,0,0,0,0,0,32,0,1,11021
Douglas,11,021,11021,110213060262002,Arcola CUSD 306,Arcola Elementary School,428,1,1,1,0.9953271028037384,74,0,0,0,0,0,74,0,1,11021
Edgar,11,023,11023,110230010262002,Shiloh CUSD 1,Shiloh Elementary School,223,3,0,0,0.9865470852017937,36,0,0,0,0,0,36,0,1,11023
Edgar,11,023,11023,11023001X100000,Nonpublic School,St Mary School,71,4,0,0,0.943661971830986,29,0,0,0,0,2,29,2,0.9354838709677419,11023
Edgar,11,023,11023,110230030262002,Kansas CUSD 3,Kansas Elem School,111,0,0,0,1,10,1,0,0,0,0,10,1,0.9090909090909091,11023
Edgar,11,023,11023,110230040262001,Paris CUSD 4,Crestwood Elem School,330,1,0,0,0.9969696969696971,42,0,0,0,0,0,42,0,1,11023
Edgar,11,023,11023,110230060262003,Edgar County CUD 6,Chrisman Elem School,160,0,0,0,1,27,0,0,0,0,0,27,0,1,11023
Edgar,11,023,11023,110230950252003,Paris-Union SD 95,Memorial Elementary School,340,1,0,1,0.9970588235294118,17,0,0,0,0,0,17,0,1,11023
Edgar,11,023,11023,110230950253001,Paris-Union SD 95,Creative Center for Children,80,0,0,0,1,80,0,0,0,0,0,80,0,1,11023
Moultrie,11,070,11070,11070004Z220000,Nonpublic School,Arthur Christian School,77,34,0,0,0.5584415584415584,6,0,0,0,0,8,6,8,0.42857142857142855,11070
Moultrie,11,070,11070,110703000262001,Sullivan CUSD 300,Sullivan Elem School,507,7,0,0,0.9861932938856016,16,0,0,0,0,0,16,0,1,11070
Moultrie,11,070,11070,110703020262001,Okaw Valley CUSD 302,Okaw Valley Elementary School,184,0,0,0,1,5,0,0,0,0,0,5,0,1,11070
Shelby,11,087,11087,110870010262002,Windsor CUSD 1,Windsor Elem School,228,1,0,0,0.9956140350877193,41,0,0,0,0,0,41,0,1,11087
Shelby,11,087,11087,11087002X100000,Nonpublic School,St Michael School,139,0,0,0,1,17,0,0,0,0,0,17,0,1,11087
Shelby,11,087,11087,110870040262003,Shelbyville CUSD 4,Main Street Elementary School,318,2,1,0,0.9905660377358492,51,0,0,0,0,1,51,1,0.9807692307692307,11087
Shelby,11,087,11087,11087004X060000,Nonpublic School,Trinity Lutheran School,99,4,0,0,0.9595959595959596,35,0,0,0,0,2,35,2,0.9459459459459459,11087
Clay,12,013,12013,120130100262001,Clay City CUSD 10,Clay City Elem School,198,1,1,0,0.98989898989899,39,0,0,0,0,0,39,0,1,12013
Clay,12,013,12013,120130250262004,North Clay CUSD 25,North Clay Elem/Jr High Sch,477,0,6,6,0.9874213836477987,39,1,0,0,0,0,39,1,0.975,12013
Clay,12,013,12013,120130350262006,Flora CUSD 35,Washington School,180,0,0,0,1,115,2,0,0,0,0,115,2,0.9829059829059829,12013
Crawford,12,017,12017,120170010262002,Hutsonville CUSD 1,Hutsonville Elem and Jr High Sch,241,0,0,0,1,20,0,0,0,0,0,20,0,1,12017
Crawford,12,017,12017,120170020262007,Robinson CUSD 2,Washington Elem School,421,0,0,0,1,80,0,0,0,0,0,80,0,1,12017
Crawford,12,017,12017,12017002X140000,Nonpublic School,New Hebron Christian School,127,6,0,0,0.952755905511811,12,0,0,0,0,0,12,0,1,12017
Crawford,12,017,12017,120170030262002,Palestine CUSD 3,Palestine Grade School,235,4,0,3,0.9829787234042553,32,0,0,0,0,0,32,0,1,12017
Crawford,12,017,12017,120170040262002,Oblong CUSD 4,Oblong Elem School,422,76,4,0,0.8104265402843602,21,0,0,0,0,15,21,15,0.5833333333333334,12017
Jasper,12,040,12040,120400010262011,Jasper County CUD 1,Ste Marie Elem School,136,3,0,0,0.9779411764705883,40,0,0,0,0,0,40,0,1,12040
Lawrence,12,051,12051,120510100262005,Red Hill CUSD 10,Bridgeport Grade School,389,1,0,1,0.9974293059125964,80,0,0,0,0,0,80,0,1,12051
Lawrence,12,051,12051,120510200262007,Lawrence County CUD 20,Parkside Elementary School,630,0,0,0,1,82,1,0,0,0,0,82,1,0.9879518072289156,12051
Richland,12,080,12080,120800010262008,East Richland CUSD 1,East Richland Elementary School,1007,0,0,0,1,154,0,0,0,0,0,154,0,1,12080
Richland,12,080,12080,120800010262009,East Richland CUSD 1,West Richland Elementary School,150,0,0,0,1,40,0,0,0,0,0,40,0,1,12080
Richland,12,080,12080,12080001X100000,Nonpublic School,St Joseph Grade School,230,0,0,0,1,37,0,0,0,0,0,37,0,1,12080
Clinton,13,014,13014,130140030262001,Wesclin CUSD 3,Trenton Elem School,233,0,0,0,1,52,1,0,0,0,0,52,1,0.9811320754716981,13014
Clinton,13,014,13014,13014004X100000,Nonpublic School,All Saints Academy,278,0,0,0,1,40,0,0,0,0,0,40,0,1,13014
Clinton,13,014,13014,13014008X060000,Nonpublic School,Trinity Lutheran School,75,0,0,0,1,10,0,0,0,0,0,10,0,1,13014
Clinton,13,014,13014,130140120042001,Breese ESD 12,Breese Elem School,427,1,0,1,0.9976580796252928,46,0,0,0,0,0,46,0,1,13014
Clinton,13,014,13014,130140210022001,Aviston SD 21,Aviston Elem School,398,0,0,0,1,28,1,0,0,0,0,28,1,0.9655172413793104,13014
