County_Name,Region,County,region_county_code,R-C-D-T-S,Facility,Enrollment,TotalNC,unduplCount,NCPE,Excluded,polioProtected,polioNcNp,polioMedObj,PolioRelObj,polioApprSchd,PolioTotal,DtpProt,DtpNcNp,DtpMedObj,DtpRelObj,DtpApprSchd,DtpTotal,MeasProt,MeasNcNp,MeasMedObj,MeasRelObj,MeasApprSchd,MeasTotal,RubProt,RubNcNp,RubMedObj,RubRelObj,RubApprSchd,RubTotal,MumpProt,MumpNcNp,MumpMedObj,MumpRelObj,MumpApprSchd,MumpTotal,HepProt,HepNcNp,HepMedObj,HepRelObj,HepApprSchd,HepTotal,HibProt,HibNcNp,HibMedObj,HibRelObj,HibApprSchd,HibTotal,CpoxProt,CpoxNcNp,CpoxMedObj,CpoxRelObj,CpoxApprSchd,CpoxTotal,Region,County
Vermilion,54,092,54092,54-092-025X-01-0000,Rainbow of Hope,38.0,0,0,0,0,38,0,0,0,0,38,38,0,0,0,0,38,38,0,0,0,0,38,38,0,0,0,0,38,38,0,0,0,0,38,33,0,0,0,0,33,33,0,0,0,0,33,38,0,0,0,0,38,54,092
Whiteside,55,098,55098,55-098-004X-10-0000,St Andrews,204.0,4,4,0,0,200,0,0,4,0,204,200,0,0,4,0,204,200,0,0,4,0,204,200,0,0,4,0,204,200,0,0,4,0,204,100,0,0,3,0,103,25,0,0,1,0,26,196,4,0,4,0,204,55,098
Whiteside,55,098,55098,55-098-005X-10-0000,St Mary,219.0,0,0,0,0,217,0,0,2,0,219,217,0,0,2,0,219,217,0,0,2,0,219,217,0,0,2,0,219,217,0,0,2,0,219,109,0,0,2,0,111,30,0,0,0,0,30,217,0,0,2,0,219,55,098
Whiteside,55,098,55098,55-098-012X-06-0000,Christ Lutheran School,141.0,9,7,2,0,131,4,0,6,0,141,129,6,0,6,0,141,127,7,0,7,0,141,127,7,1,6,0,141,127,7,0,7,0,141,65,1,0,4,0,70,22,1,0,1,0,24,126,7,1,7,0,141,55,098
Will,56,099,56099,56-099-002X-10-0000,Cathedral of St Raymond School,522.0,0,0,0,0,517,0,1,2,2,522,514,0,4,2,2,522,517,0,1,2,2,522,517,0,1,2,2,522,517,0,1,2,2,522,252,0,0,4,1,257,51,0,0,1,1,53,517,0,1,2,2,522,56,099
Will,56,099,56099,56-099-005X-10-0000,Holy Family,343.0,0,0,0,0,336,0,0,7,0,343,336,0,0,7,0,343,336,0,0,7,0,343,336,0,0,7,0,343,336,0,0,7,0,343,181,0,0,2,0,183,45,0,0,1,0,46,336,0,0,7,0,343,56,099
Will,56,099,56099,56-099-013X-10-0000,Providence Early Education Center,122.0,0,0,0,0,120,0,1,1,0,122,120,0,1,1,0,122,119,0,1,1,1,122,118,0,1,2,1,122,118,0,1,2,1,122,104,0,2,1,1,108,104,0,1,1,2,108,118,0,1,2,1,122,56,099
Will,56,099,56099,56-099-015X-10-0000,St Mary Nativity,239.0,0,0,0,0,239,0,0,0,0,239,239,0,0,0,0,239,239,0,0,0,0,239,239,0,0,0,0,239,239,0,0,0,0,239,133,0,0,0,0,133,39,0,0,0,0,39,239,0,0,0,0,239,56,099
Will,56,099,56099,56-099-016X-01-0000,Donnas House,27.0,0,0,0,0,27,0,0,0,0,27,27,0,0,0,0,27,27,0,0,0,0,27,27,0,0,0,0,27,27,0,0,0,0,27,9,0,0,0,0,9,9,0,0,0,0,9,27,0,0,0,0,27,56,099
Will,56,099,56099,56-099-017X-27-0000,St Paul the Apostle,385.0,0,0,0,0,385,0,0,0,0,385,385,0,0,0,0,385,385,0,0,0,0,385,385,0,0,0,0,385,385,0,0,0,0,385,182,0,0,0,0,182,20,0,0,0,0,20,385,0,0,0,0,385,56,099
Will,56,099,56099,56-099-020X-10-0000,St Andrew the Apostle School,181.0,0,0,0,0,181,0,0,0,0,181,181,0,0,0,0,181,181,0,0,0,0,181,181,0,0,0,0,181,181,0,0,0,0,181,87,0,0,0,0,87,37,0,0,0,0,37,181,0,0,0,0,181,56,099
Will,56,099,56099,56-099-021X-10-0000,St Dennis,232.0,18,11,7,0,223,9,0,0,0,232,223,9,0,0,0,232,223,9,0,0,0,232,223,9,0,0,0,232,223,9,0,0,0,232,103,7,0,0,0,110,41,5,0,0,0,46,220,12,0,0,0,232,56,099
Will,56,099,56099,56-099-022X-10-0000,St Joseph School,277.0,1,1,0,0,276,0,1,0,0,277,276,0,1,0,0,277,276,0,1,0,0,277,276,0,1,0,0,277,276,0,1,0,0,277,133,0,0,0,0,133,32,0,0,0,0,32,274,1,2,0,0,277,56,099
Will,56,099,56099,56-099-023X-10-0000,St Joseph,164.0,0,0,0,2,162,0,0,2,0,164,162,0,0,2,0,164,159,0,2,3,0,164,159,0,2,3,0,164,159,0,2,3,0,164,81,0,0,0,0,81,28,0,0,0,0,28,162,0,0,2,0,164,56,099
Will,56,099,56099,56-099-024X-10-0000,St Mary,459.0,10,10,0,0,455,3,0,1,0,459,455,3,0,1,0,459,453,3,2,1,0,459,453,3,2,1,0,459,453,3,2,1,0,459,180,1,0,0,0,181,0,0,0,0,0,0,453,2,0,3,1,459,56,099
Will,56,099,56099,56-099-025X-10-0000,St Mary Immaculate School,539.0,13,13,0,0,530,6,0,3,0,539,536,0,0,3,0,539,535,1,0,3,0,539,536,0,0,3,0,539,536,0,0,3,0,539,249,4,0,1,0,254,29,0,0,1,0,30,534,2,0,3,0,539,56,099
Will,56,099,56099,56-099-027X-10-0000,St Rose School,130.0,0,0,0,0,130,0,0,0,0,130,130,0,0,0,0,130,130,0,0,0,0,130,130,0,0,0,0,130,130,0,0,0,0,130,63,0,0,0,0,63,32,0,0,0,0,32,130,0,0,0,0,130,56,099
Will,56,099,56099,56-099-028X-06-0000,Zion Lutheran School,119.0,119,0,119,0,111,0,0,3,5,119,111,0,0,3,5,119,111,0,0,3,5,119,111,0,0,3,5,119,111,0,0,3,5,119,55,0,0,1,5,61,30,0,0,1,3,34,111,0,0,3,5,119,56,099
Will,56,099,56099,56-099-029X-06-0000,Ill Lutheran Elem Sch,205.0,16,9,7,0,192,9,0,4,0,205,192,9,0,4,0,205,190,11,0,4,0,205,190,11,0,4,0,205,190,11,0,4,0,205,75,7,0,2,0,84,24,4,0,2,0,30,190,10,1,4,0,205,56,099
Will,56,099,56099,56-099-030X-16-0000,Midwest Christian Montessori Acad,87.0,0,0,0,0,82,0,0,5,0,87,82,0,0,5,0,87,82,0,0,5,0,87,82,0,0,5,0,87,82,0,0,5,0,87,47,0,0,4,0,51,31,0,0,2,0,33,80,0,0,7,0,87,56,099
Will,56,099,56099,56-099-031X-10-0000,St Jude School,142.0,2,2,0,0,139,2,0,1,0,142,139,2,0,1,0,142,139,2,0,1,0,142,139,2,0,1,0,142,139,2,0,1,0,142,70,2,0,0,0,72,17,2,0,0,0,19,139,2,0,1,0,142,56,099
Will,56,099,56099,56-099-032X-10-0000,St Liborius,200.0,11,11,0,0,192,7,0,0,1,200,192,7,0,0,1,200,191,8,0,0,1,200,191,8,0,0,1,200,191,8,0,0,1,200,91,4,0,0,1,96,15,0,0,0,0,15,188,11,0,0,1,200,56,099
Will,56,099,56099,56-099-037X-10-0000,St Jude,175.0,3,3,0,0,171,3,1,0,0,175,171,3,1,0,0,175,171,3,1,0,0,175,171,3,1,0,0,175,171,3,1,0,0,175,89,2,1,0,0,92,10,0,0,0,0,10,171,3,1,0,0,175,56,099
Will,56,099,56099,56-099-038X-10-0000,St Patrick,130.0,0,0,0,0,124,0,0,6,0,130,124,0,0,6,0,130,124,0,0,6,0,130,124,0,0,6,0,130,124,0,0,6,0,130,67,0,0,1,0,68,12,0,0,1,0,13,124,0,0,6,0,130,56,099
Will,56,099,56099,56-099-044X-10-0000,St Dominic,274.0,0,0,0,0,260,0,2,0,12,274,260,0,2,0,12,274,260,0,2,0,12,274,260,0,2,0,12,274,260,0,2,0,12,274,112,0,0,0,6,118,16,0,0,0,1,17,260,0,2,0,12,274,56,099
Will,56,099,56099,56-099-045X-10-0000,St Mary,101.0,0,0,0,0,101,0,0,0,0,101,101,0,0,0,0,101,101,0,0,0,0,101,101,0,0,0,0,101,101,0,0,0,0,101,61,0,0,0,0,61,5,0,0,0,0,5,99,0,2,0,0,101,56,099
Will,56,099,56099,56-099-047X-06-0000,St Peter Lutheran School,24.0,0,0,0,0,22,0,1,1,0,24,22,0,1,1,0,24,22,0,1,1,0,24,22,0,1,1,0,24,22,0,1,1,0,24,6,0,0,0,0,6,0,0,0,0,0,0,22,0,1,1,0,24,56,099
Will,56,099,56099,56-099-048X-16-0000,Joliet Montessori,146.0,0,0,0,0,139,0,0,7,0,146,139,0,0,7,0,146,139,0,0,7,0,146,139,0,0,7,0,146,139,0,0,7,0,146,71,0,0,3,0,74,46,0,0,2,0,48,138,0,0,7,0,145,56,099
Will,56,099,56099,56-099-078X-10-0000,Franciscan Learning Center,66.0,0,0,0,0,65,0,0,1,0,66,65,0,0,1,0,66,65,0,0,1,0,66,65,0,0,1,0,66,65,0,0,0,1,66,47,0,0,0,0,47,47,0,0,0,0,47,65,0,0,1,0,66,56,099
Will,56,099,56099,56-099-093X-26-0000,Deer Creek Christian School,146.0,3,2,1,0,142,3,0,0,1,146,143,2,0,0,1,146,143,2,0,0,1,146,143,2,0,0,1,146,143,2,0,0,1,146,68,2,0,0,1,71,21,1,0,0,0,22,128,17,0,0,1,146,56,099
Will,56,099,56099,56-099-095X-10-0000,Noonan Elementary Academy,399.0,0,0,0,0,362,0,0,37,0,399,362,0,0,37,0,399,361,0,1,37,0,399,361,0,1,37,0,399,361,0,1,37,0,399,199,0,0,19,0,218,84,0,0,6,0,90,362,0,0,37,0,399,56,099
Will,56,099,56099,56-099-098X-01-0000,Triple R Child Care,109.0,0,0,0,0,105,0,1,0,3,109,99,0,1,0,9,109,105,0,0,0,4,109,105,0,0,0,4,109,105,0,0,0,4,109,83,0,0,0,5,88,86,0,1,0,1,88,103,0,0,0,6,109,56,099
Will,56,099,56099,56-099-110X-01-0000,Bobbie Noonans Child Care,76.0,0,0,0,0,76,0,0,0,0,76,76,0,0,0,0,76,76,0,0,0,0,76,76,0,0,0,0,76,76,0,0,0,0,76,64,0,0,0,0,64,64,0,0,0,0,64,76,0,0,0,0,76,56,099
Will,56,099,56099,56-099-111X-01-0000,Bobbie Noonans Child Care,42.0,0,0,0,0,39,0,1,2,0,42,39,0,1,2,0,42,39,0,1,2,0,42,39,0,1,2,0,42,39,0,1,2,0,42,30,0,0,2,0,32,30,0,0,2,0,32,39,0,1,2,0,42,56,099
Will,56,099,56099,56-099-112X-01-0000,Bobbie Noonans Child Care,42.0,0,0,0,0,41,0,1,0,0,42,41,0,1,0,0,42,40,0,2,0,0,42,40,0,2,0,0,42,40,0,2,0,0,42,27,0,0,0,0,27,27,0,0,0,0,27,40,0,2,0,0,42,56,099
Will,56,099,56099,56-099-113X-01-0000,Bobbie Noonans Child Care,59.0,0,0,0,0,56,0,1,2,0,59,56,0,1,2,0,59,55,0,1,3,0,59,55,0,1,3,0,59,55,0,1,3,0,59,38,0,0,2,0,40,38,0,0,2,0,40,56,0,1,2,0,59,56,099
Will,56,099,56099,56-099-114X-16-0000,Garden Gate Montessori School,76.0,2,2,0,0,72,0,1,3,0,76,69,0,1,6,0,76,71,0,1,4,0,76,71,0,1,4,0,76,71,0,1,4,0,76,58,1,1,4,0,64,58,1,1,4,0,64,68,0,3,4,1,76,56,099
Will,56,099,56099,56-099-119X-14-0000,Little Saints of God Academy,55.0,0,0,0,0,55,0,0,0,0,55,55,0,0,0,0,55,55,0,0,0,0,55,55,0,0,0,0,55,55,0,0,0,0,55,36,0,0,0,0,36,36,0,0,0,0,36,55,0,0,0,0,55,56,099
Adams,01,001,01001,01-001-012Y-10-0000,Quincy Notre Dame High School,405.0,2,0,2,0,403,0,2,0,0,405,402,0,2,0,1,405,403,0,2,0,0,405,403,0,2,0,0,405,403,0,2,0,0,405,402,0,3,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,01,001
Effingham,03,025,03025,03-025-004Y-10-0000,St Anthony High School,190.0,0,0,0,0,190,0,0,0,0,190,190,0,0,0,0,190,190,0,0,0,0,190,190,0,0,0,0,190,190,0,0,0,0,190,189,0,0,1,0,190,0,0,0,0,0,0,0,0,0,0,0,0,03,025
Winnebago,04,101,04101,04-101-002Y-10-0000,Boylan Central Catholic High Sch,1183.0,0,0,0,0,1176,0,0,7,0,1183,1176,0,0,7,0,1183,1176,0,0,7,0,1183,1176,0,0,7,0,1183,1176,0,0,7,0,1183,1176,0,0,7,0,1183,0,0,0,0,0,0,0,0,0,0,0,0,04,101
Winnebago,04,101,04101,04-101-095Y-14-0000,Lydia Urban Academy-Rockford,12.0,0,0,0,0,11,0,1,0,0,12,11,0,1,0,0,12,11,0,1,0,0,12,11,0,1,0,0,12,11,0,1,0,0,12,11,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,04,101
Cook_North,05,016,05016,05-016-049Y-14-0000,Loyola Academy,2079.0,7,7,0,0,2068,4,0,5,2,2079,2069,3,1,5,1,2079,2072,0,0,5,2,2079,2076,0,0,2,1,2079,2076,0,0,2,1,2079,2074,0,1,2,2,2079,0,0,0,0,0,0,0,0,0,0,0,0,05,016
Cook_North,05,016,05016,05-016-069Y-10-0000,Notre Dame High School for Boys,830.0,0,0,0,0,829,0,0,1,0,830,829,0,0,1,0,830,829,0,0,1,0,830,829,0,0,1,0,830,829,0,0,1,0,830,829,0,0,1,0,830,0,0,0,0,0,0,0,0,0,0,0,0,05,016
Cook_North,05,016,05016,05-016-076Y-10-0000,Regina Dominican High School,339.0,0,0,0,0,338,0,0,1,0,339,338,0,0,1,0,339,338,0,0,1,0,339,338,0,0,1,0,339,338,0,0,1,0,339,339,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,05,016
Cook_North,05,016,05016,05-016-113Y-10-0000,St Viator High School,1037.0,0,0,0,0,1035,0,1,1,0,1037,1035,0,1,1,0,1037,1035,0,1,1,0,1037,1035,0,1,1,0,1037,1035,0,1,1,0,1037,1036,0,0,1,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,05,016
Cook_North,05,016,05016,05-016-123Y-05-0000,Fasman Yeshiva High School,136.0,4,2,2,0,134,2,0,0,0,136,134,2,0,0,0,136,134,2,0,0,0,136,134,2,0,0,0,136,134,2,0,0,0,136,134,2,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,05,016
Cook_North,05,016,05016,05-016-320Y-05-0000,Chicagoland Jewish High School,152.0,0,0,0,0,152,0,0,0,0,152,152,0,0,0,0,152,152,0,0,0,0,152,152,0,0,0,0,152,152,0,0,0,0,152,152,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,05,016
Cook_West,06,016,06016,06-016-028Y-10-0000,Fenwick High School,1196.0,0,0,0,0,1193,0,0,1,2,1196,1195,0,0,1,0,1196,1192,0,0,1,3,1196,1193,0,1,2,0,1196,1193,0,1,2,0,1196,1190,0,1,2,3,1196,0,0,0,0,0,0,0,0,0,0,0,0,06,016
Cook_West,06,016,06016,06-016-063Y-10-0000,Guerin College Prep High Sch,536.0,0,0,0,0,536,0,0,0,0,536,536,0,0,0,0,536,536,0,0,0,0,536,536,0,0,0,0,536,536,0,0,0,0,536,536,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,06,016
Cook_West,06,016,06016,06-016-094Y-10-0000,St Joseph High School,675.0,0,0,0,0,674,0,0,0,1,675,674,0,0,0,1,675,675,0,0,0,0,675,675,0,0,0,0,675,675,0,0,0,0,675,675,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,0,0,06,016
Cook_West,06,016,06016,06-016-119Y-10-0000,Trinity High School,517.0,0,0,0,0,513,0,0,4,0,517,513,0,0,4,0,517,513,0,0,4,0,517,513,0,0,4,0,517,513,0,0,4,0,517,513,0,0,4,0,517,0,0,0,0,0,0,0,0,0,0,0,0,06,016
Cook_West,06,016,06016,06-016-121Y-06-0000,Walther Lutheran High School,400.0,2,2,0,2,376,2,0,2,20,400,384,2,0,2,12,400,389,2,0,2,7,400,389,2,0,2,7,400,389,2,0,2,7,400,390,2,0,2,6,400,0,0,0,0,0,0,0,0,0,0,0,0,06,016
Cook_West,06,016,06016,06-016-809Y-10-0000,Nazareth Academy,824.0,0,0,0,0,824,0,0,0,0,824,820,0,0,4,0,824,820,0,4,0,0,824,820,0,4,0,0,824,820,0,4,0,0,824,822,0,2,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,06,016
Cook_West,06,016,06016,06-016-826Y-14-0000,Prairie Lake School,17.0,0,0,0,0,17,0,0,0,0,17,17,0,0,0,0,17,17,0,0,0,0,17,17,0,0,0,0,17,17,0,0,0,0,17,17,0,0,0,0,17,0,0,0,0,0,0,7,0,0,0,0,7,06,016
Cook_South,07,016,07016,07-016-007Y-03-0000,Chicago Christian High,380.0,11,11,0,0,373,5,0,2,0,380,375,3,0,2,0,380,371,6,1,2,0,380,375,3,0,2,0,380,375,3,0,2,0,380,369,7,1,3,0,380,0,0,0,0,0,0,0,0,0,0,0,0,07,016
Cook_South,07,016,07016,07-016-026Y-10-0000,Seton Academy,246.0,0,0,0,0,244,0,0,2,0,246,244,0,0,2,0,246,244,0,0,2,0,246,244,0,0,2,0,246,244,0,0,2,0,246,244,0,0,2,0,246,0,0,0,0,0,0,0,0,0,0,0,0,07,016
Cook_South,07,016,07016,07-016-039Y-03-0000,Illiana Christian High School,590.0,54,46,8,0,568,16,0,6,0,590,554,29,0,7,0,590,574,10,0,6,0,590,574,10,0,6,0,590,574,10,0,6,0,590,571,12,0,7,0,590,0,0,0,0,0,0,0,0,0,0,0,0,07,016
Cook_South,07,016,07016,07-016-055Y-10-0000,Marian Catholic High School,1515.0,0,0,0,0,1503,0,9,1,2,1515,1511,0,2,1,1,1515,1510,0,3,1,1,1515,1514,0,0,1,0,1515,1514,0,0,1,0,1515,1508,0,2,1,4,1515,0,0,0,0,0,0,0,0,0,0,0,0,07,016
Cook_South,07,016,07016,07-016-064Y-10-0000,Mount Assisi Academy,210.0,0,0,0,0,208,0,0,2,0,210,208,0,0,2,0,210,208,0,0,2,0,210,208,0,0,2,0,210,208,0,0,2,0,210,207,0,1,2,0,210,0,0,0,0,0,0,0,0,0,0,0,0,07,016
Cook_South,07,016,07016,07-016-073Y-10-0000,Queen of Peace High School,426.0,1,1,0,0,425,0,0,1,0,426,424,1,0,1,0,426,425,0,0,1,0,426,425,0,0,1,0,426,425,0,0,1,0,426,423,0,1,1,1,426,0,0,0,0,0,0,0,0,0,0,0,0,07,016
Cook_South,07,016,07016,07-016-095Y-10-0000,St Laurence High School,589.0,0,0,0,0,588,0,0,1,0,589,585,0,0,1,3,589,588,0,0,1,0,589,588,0,0,1,0,589,588,0,0,1,0,589,588,0,0,1,0,589,0,0,0,0,0,0,0,0,0,0,0,0,07,016
Cook_South,07,016,07016,07-016-139Y-06-0000,Luther East High School,71.0,0,0,0,0,71,0,0,0,0,71,71,0,0,0,0,71,71,0,0,0,0,71,71,0,0,0,0,71,71,0,0,0,0,71,71,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,07,016
Champaign,09,010,09010,09-010-043Y-10-0000,The High Sch of St Thomas More,350.0,0,0,0,0,348,0,0,2,0,350,348,0,0,2,0,350,348,0,0,2,0,350,348,0,0,2,0,350,348,0,0,2,0,350,348,0,0,2,0,350,0,0,0,0,0,0,0,0,0,0,0,0,09,010
Coles,11,015,11015,11-015-027Y-26-0000,Charleston Christian Acad H S,13.0,0,0,0,0,10,0,2,1,0,13,11,0,1,1,0,13,10,0,2,1,0,13,10,0,2,1,0,13,10,0,2,1,0,13,10,0,2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,015
Clinton,13,014,13014,13-014-001Y-10-0000,Mater Dei High School,487.0,0,0,0,0,487,0,0,0,0,487,487,0,0,0,0,487,487,0,0,0,0,487,487,0,0,0,0,487,487,0,0,0,0,487,487,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,13,014
Clinton,13,014,13014,13-014-011Y-06-0000,Christ Our Rock Lutheran HS,79.0,0,0,0,0,79,0,0,0,0,79,79,0,0,0,0,79,79,0,0,0,0,79,79,0,0,0,0,79,79,0,0,0,0,79,79,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,13,014
Cook_City_of_Chicago,15,016,15016,15-016-003Y-10-0000,Leo High School,131.0,6,3,3,0,130,1,0,0,0,131,127,1,3,0,0,131,129,1,1,0,0,131,131,0,0,0,0,131,131,0,0,0,0,131,131,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-005Y-10-0000,St Patrick High School,839.0,0,0,0,0,824,0,3,1,11,839,827,0,1,3,8,839,832,0,3,1,3,839,836,0,1,1,1,839,836,0,1,1,1,839,831,0,2,2,4,839,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-006Y-01-0000,Banner Academy West,77.0,13,13,0,13,76,1,0,0,0,77,65,12,0,0,0,77,75,2,0,0,0,77,75,2,0,0,0,77,75,2,0,0,0,77,76,1,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-017Y-10-0000,Brother Rice High School,892.0,86,86,0,0,843,45,0,4,0,892,861,26,1,4,0,892,858,28,2,4,0,892,858,28,2,4,0,892,858,28,2,4,0,892,860,20,8,4,0,892,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-020Y-08-0000,Lake View Academy,13.0,0,0,0,0,13,0,0,0,0,13,13,0,0,0,0,13,13,0,0,0,0,13,13,0,0,0,0,13,13,0,0,0,0,13,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-022Y-05-0000,Ida Crown Jewish Academy,275.0,0,0,0,0,275,0,0,0,0,275,275,0,0,0,0,275,275,0,0,0,0,275,275,0,0,0,0,275,275,0,0,0,0,275,275,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-024Y-10-0000,De La Salle Institute,1139.0,3,3,0,3,1136,3,0,0,0,1139,1136,3,0,0,0,1139,1136,3,0,0,0,1139,1136,3,0,0,0,1139,1136,3,0,0,0,1139,1136,3,0,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-031Y-10-0000,Gordon Tech High School,395.0,2,2,0,5,391,2,0,0,2,395,391,2,0,0,2,395,391,2,0,0,2,395,391,2,0,0,2,395,391,2,0,0,2,395,391,2,0,0,2,395,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-032Y-10-0000,Hales Franciscan High School,128.0,5,4,1,0,125,3,0,0,0,128,123,5,0,0,0,128,123,5,0,0,0,128,120,8,0,0,0,128,122,6,0,0,0,128,116,6,6,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-038Y-10-0000,Holy Trinity High School,285.0,0,0,0,5,283,0,1,0,1,285,280,0,1,0,4,285,281,0,1,0,3,285,281,0,1,0,3,285,281,0,1,0,3,285,282,0,1,0,2,285,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-044Y-10-0000,St Gregory High School,129.0,0,0,0,0,127,0,0,0,2,129,127,0,0,0,2,129,127,0,0,0,2,129,127,0,0,0,2,129,127,0,0,0,2,129,127,0,0,0,2,129,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-053Y-10-0000,Maria High School,239.0,0,0,0,0,239,0,0,0,0,239,236,0,0,0,3,239,239,0,0,0,0,239,239,0,0,0,0,239,239,0,0,0,0,239,239,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-056Y-10-0000,Marist High School,1799.0,35,35,0,0,1791,5,2,1,0,1799,1795,3,1,0,0,1799,1787,4,7,1,0,1799,1787,4,7,1,0,1799,1787,4,7,1,0,1799,1752,29,17,1,0,1799,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-060Y-10-0000,Mother Mcauley Liberal Arts H S,1354.0,0,0,0,0,1351,0,0,3,0,1354,1348,0,1,5,0,1354,1351,0,0,3,0,1354,1351,0,0,3,0,1354,1351,0,0,3,0,1354,1348,0,0,5,1,1354,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-065Y-10-0000,Mt Carmel High School,791.0,0,0,0,0,790,0,1,0,0,791,790,0,0,1,0,791,790,0,0,1,0,791,790,0,0,1,0,791,790,0,0,1,0,791,790,0,1,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-070Y-10-0000,Notre Dame High School for Girls,121.0,10,7,3,0,111,10,0,0,0,121,111,10,0,0,0,121,111,10,0,0,0,121,111,10,0,0,0,121,111,10,0,0,0,121,111,10,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-077Y-10-0000,Resurrection High School,672.0,0,0,0,0,672,0,0,0,0,672,671,0,0,0,1,672,672,0,0,0,0,672,672,0,0,0,0,672,672,0,0,0,0,672,671,0,0,1,0,672,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-079Y-01-0000,Prologue,225.0,12,12,0,0,221,4,0,0,0,225,213,12,0,0,0,225,217,8,0,0,0,225,217,8,0,0,0,225,217,8,0,0,0,225,216,9,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-082Y-01-0000,Comm Christian Alternative Acad,176.0,5,0,5,0,176,0,0,0,0,176,172,0,1,0,3,176,176,0,0,0,0,176,176,0,0,0,0,176,176,0,0,0,0,176,176,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-085Y-10-0000,St Benedict High School,169.0,1,1,0,1,168,1,0,0,0,169,168,1,0,0,0,169,168,1,0,0,0,169,168,1,0,0,0,169,168,1,0,0,0,169,167,2,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-086Y-10-0000,Our Lady of Tepeyac High School,143.0,0,0,0,10,138,0,0,0,5,143,138,0,0,0,5,143,138,0,0,0,5,143,138,0,0,0,5,143,138,0,0,0,5,143,138,0,0,0,5,143,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-088Y-10-0000,St Francis De Sales High School,264.0,10,9,1,0,260,3,0,1,0,264,260,3,0,1,0,264,261,2,0,1,0,264,261,2,0,1,0,264,261,2,0,1,0,264,260,3,0,1,0,264,0,0,0,0,0,0,0,0,0,0,0,0,15,016
Cook_City_of_Chicago,15,016,15016,15-016-092Y-10-0000,St Ignatius College Prep,1375.0,0,0,0,0,1366,0,1,7,1,1375,1364,0,2,7,2,1375,1366,0,2,7,0,1375,1367,0,2,6,0,1375,1367,0,2,6,0,1375,1364,0,2,6,3,1375,0,0,0,0,0,0,0,0,0,0,0,0,15,016
